time;100m_ucomponent_wind;100m_vcomponent_wind;velocità;direzione (RAD);direzione(gradi);potenza prodotta(W);capacity factor
2019-01-04 16:00:00;-2,9946196;-10,68229;11,09410051;-1,844115634;-105,6600427;1479916,834;0,986611223
2019-01-04 17:00:00;-3,2855477;-10,4315815;10,93675986;-1,875922226;-107,4824262;1417839,433;0,945226288
2019-01-04 18:00:00;-3,2434063;-10,239608;10,74100817;-1,877549312;-107,5756514;1343062,31;0,895374873
2019-01-04 19:00:00;-2,935723;-10,14498;10,56120678;-1,852478903;-106,1392228;1276737,632;0,851158421
2019-01-04 20:00:00;-2,3767147;-10,005215;10,28363262;-1,804021175;-103,3627995;1178692,938;0,785795292
2019-01-04 21:00:00;-1,4353871;-9,628337;9,734742396;-1,718785851;-98,47917515;999848,9895;0,666565993
2019-01-04 22:00:00;-0,36205035;-10,4250555;10,4313404;-1,60551124;-91,98901803;1230216,011;0,820144008
2019-01-04 23:00:00;0,5391666;-10,859036;10,87241296;-1,521185644;-87,15751725;1392960,622;0,928640415
2019-01-05 00:00:00;0,49144024;-11,454536;11,46507342;-1,527919074;-87,54331436;1633396,203;1,088930802
2019-01-05 01:00:00;-0,061983168;-11,972267;11,97242745;-1,57597351;-90,29663072;1859977,383;1,239984922
2019-01-05 02:00:00;-0,5971284;-12,506858;12,52110456;-1,618504177;-92,73345844;2127594,935;1,418396624
2019-01-05 03:00:00;-1,0297126;-12,715147;12,75677354;-1,651603129;-94,62988874;2250005,396;1,500003597
2019-01-05 04:00:00;-1,3175943;-11,981513;12,05374251;-1,680325166;-96,27554023;1898133,487;1,265422325
2019-01-05 05:00:00;-0,93730605;-12,075052;12,11137579;-1,64826434;-94,43859018;1925490,852;1,283660568
2019-01-05 06:00:00;-0,46308818;-12,080491;12,08936365;-1,609111123;-92,19527611;1915011,321;1,276674214
2019-01-05 07:00:00;0,16344804;-11,468676;11,46984065;-1,556545599;-89,18349346;1635434,571;1,090289714
2019-01-05 08:00:00;1,0133846;-11,251686;11,29722914;-1,480973543;-84,85353358;1562704,396;1,041802931
2019-01-05 09:00:00;1,8059478;-10,490316;10,64463138;-1,40031361;-80,23205987;1307232,694;0,871488463
2019-01-05 10:00:00;2,7041185;-9,025768;9,422141203;-1,279706707;-73,32179333;906587,7503;0,604391834
2019-01-05 11:00:00;3,9947627;-8,914282;9,768446786;-1,149498067;-65,86138782;1010270,255;0,673513503
2019-01-05 12:00:00;4,854854;-8,887633;10,12717274;-1,070838098;-61,35450357;1125707,799;0,750471866
2019-01-05 13:00:00;5,683974;-7,9206944;9,749100482;-0,948348709;-54,33637855;1004279,647;0,669519765
2019-01-05 14:00:00;5,6900663;-7,3088794;9,26264393;-0,909294482;-52,09873618;861322,7726;0,574215182
2019-01-05 15:00:00;5,517439;-6,300065;8,374541905;-0,851527596;-48,78893738;636567,1184;0,424378079
