time;P;G(i);H_sun;T2m;WS10m;Int;capacity factor
20190617:1110;797900;989,88;71,11;0;0;0;0,7979
20190617:1210;764750;940,47;66,08;0;0;0;0,76475
20190617:1310;683070;824,4;56,91;0;0;0;0,68307
20190617:1410;554420;655,95;46,28;0;0;0;0,55442
20190617:1510;375480;447,22;35,2;0;0;0;0,37548
20190617:1610;169350;231,25;24,14;0;0;0;0,16935
20190617:1710;42080;62,57;13,4;0;0;0;0,04208
20190617:1810;4310;13,91;3,26;0;0;0;0,00431
20190617:1910;0;0;0;0;0;0;0
20190617:2010;0;0;0;0;0;0;0
20190617:2110;0;0;0;0;0;0;0
20190617:2210;0;0;0;0;0;0;0
20190617:2310;0;0;0;0;0;0;0
20190618:0010;0;0;0;0;0;0;0
20190618:0110;0;0;0;0;0;0;0
20190618:0210;0;0;0;0;0;0;0
20190618:0310;0;0;0;0;0;0;0
20190618:0410;20550;36,5;7,06;0;0;0;0,02055
20190618:0510;67440;114,14;17,46;0;0;0;0,06744
20190618:0610;246500;309,26;28,36;0;0;0;0,2465
20190618:0710;445850;525,89;39,46;0;0;0;0,44585
20190618:0810;601660;715,86;50,45;0;0;0;0,60166
20190618:0910;718840;873,93;60,7;0;0;0;0,71884
20190618:1010;763790;940,23;68,73;0;0;0;0,76379
20190618:1110;703040;857,18;71,14;0;0;0;0,70304
20190618:1210;673660;815,86;66,12;0;0;0;0,67366
20190618:1310;662090;796,52;56,97;0;0;0;0,66209
20190618:1410;548950;649,05;46,33;0;0;0;0,54895
20190618:1510;373100;444,22;35,25;0;0;0;0,3731
20190618:1610;169290;230,72;24,19;0;0;0;0,16929
20190618:1710;43560;64,31;13,45;0;0;0;0,04356
20190618:1810;4310;13,91;3,32;0;0;0;0,00431
20190618:1910;0;0;0;0;0;0;0
20190618:2010;0;0;0;0;0;0;0
20190618:2110;0;0;0;0;0;0;0
20190618:2210;0;0;0;0;0;0;0
20190618:2310;0;0;0;0;0;0;0
20190619:0010;0;0;0;0;0;0;0
20190619:0110;0;0;0;0;0;0;0
20190619:0210;0;0;0;0;0;0;0
20190619:0310;0;0;0;0;0;0;0
20190619:0410;21920;38,24;7,04;0;0;0;0,02192
20190619:0510;68360;114,48;17,44;0;0;0;0,06836
20190619:0610;246360;309,33;28,33;0;0;0;0,24636
20190619:0710;446830;527,16;39,43;0;0;0;0,44683
20190619:0810;603560;718,41;50,42;0;0;0;0,60356
20190619:0910;721440;877,67;60,68;0;0;0;0,72144
20190619:1010;777330;959,37;68,73;0;0;0;0,77733
20190619:1110;791990;981,29;71,17;0;0;0;0,79199
20190619:1210;762470;937,08;66,17;0;0;0;0,76247
20190619:1310;677980;817,52;57,02;0;0;0;0,67798
20190619:1410;427160;501,2;46,38;0;0;0;0,42716
20190619:1510;238520;283,46;35,3;0;0;0;0,23852
20190619:1610;169510;218;24,24;0;0;0;0,16951
20190619:1710;12590;26,07;13,5;0;0;0;0,01259
20190619:1810;0;2,61;3,36;0;0;0;0
20190619:1910;0;0;0;0;0;0;0
20190619:2010;0;0;0;0;0;0;0
20190619:2110;0;0;0;0;0;0;0
20190619:2210;0;0;0;0;0;0;0
20190619:2310;0;0;0;0;0;0;0
20190620:0010;0;0;0;0;0;0;0
20190620:0110;0;0;0;0;0;0;0
20190620:0210;0;0;0;0;0;0;0
20190620:0310;0;0;0;0;0;0;0
20190620:0410;21920;38,24;7,01;0;0;0;0,02192
20190620:0510;68620;114,09;17,41;0;0;0;0,06862
20190620:0610;245140;307,86;28,3;0;0;0;0,24514
20190620:0710;444460;524,27;39,4;0;0;0;0,44446
20190620:0810;601210;715,33;50,39;0;0;0;0,60121
20190620:0910;718490;873,44;60,66;0;0;0;0,71849
20190620:1010;778060;960,1;68,72;0;0;0;0,77806
20190620:1110;778260;961,68;71,18;0;0;0;0,77826
20190620:1210;760360;933,96;66,2;0;0;0;0,76036
20190620:1310;672980;810,81;57,06;0;0;0;0,67298
20190620:1410;547800;647,65;46,43;0;0;0;0,5478
20190620:1510;374800;446,13;35,35;0;0;0;0,3748
20190620:1610;171120;232,19;24,29;0;0;0;0,17112
20190620:1710;46550;67,79;13,55;0;0;0;0,04655
20190620:1810;4840;14,77;3,41;0;0;0;0,00484
20190620:1910;0;0;0;0;0;0;0
20190620:2010;0;0;0;0;0;0;0
20190620:2110;0;0;0;0;0;0;0
20190620:2210;0;0;0;0;0;0;0
20190620:2310;0;0;0;0;0;0;0
20190621:0010;0;0;0;0;0;0;0
20190621:0110;0;0;0;0;0;0;0
20190621:0210;0;0;0;0;0;0;0
20190621:0310;0;0;0;0;0;0;0
20190621:0410;21230;37,37;6,98;0;0;0;0,02123
20190621:0510;66370;112,15;17,37;0;0;0;0,06637
20190621:0610;241460;302,86;28,26;0;0;0;0,24146
20190621:0710;438370;516,85;39,37;0;0;0;0,43837
20190621:0810;590370;701,35;50,35;0;0;0;0,59037
20190621:0910;704050;853,82;60,63;0;0;0;0,70405
20190621:1010;765930;942,73;68,7;0;0;0;0,76593
20190621:1110;777730;960,56;71,19;0;0;0;0,77773
20190621:1210;741630;907,79;66,23;0;0;0;0,74163
20190621:1310;659220;792,56;57,1;0;0;0;0,65922
20190621:1410;326370;382,8;46,47;0;0;0;0,32637
20190621:1510;360990;428,88;35,39;0;0;0;0,36099
20190621:1610;171110;226,72;24,33;0;0;0;0,17111
20190621:1710;45800;67,15;13,59;0;0;0;0,0458
20190621:1810;5390;15,64;3,44;0;0;0;0,00539
20190621:1910;0;0;0;0;0;0;0
20190621:2010;0;0;0;0;0;0;0
20190621:2110;0;0;0;0;0;0;0
20190621:2210;0;0;0;0;0;0;0
20190621:2310;0;0;0;0;0;0;0
20190622:0010;0;0;0;0;0;0;0
20190622:0110;0;0;0;0;0;0;0
20190622:0210;0;0;0;0;0;0;0
20190622:0310;0;0;0;0;0;0;0
20190622:0410;20550;36,5;6,95;0;0;0;0,02055
20190622:0510;75990;117,76;17,34;0;0;0;0,07599
20190622:0610;118240;148,66;28,22;0;0;0;0,11824
20190622:0710;77890;103,46;39,32;0;0;0;0,07789
20190622:0810;55060;77,59;50,31;0;0;0;0,05506
20190622:0910;107700;136,71;60,59;0;0;0;0,1077
20190622:1010;334510;393,21;68,68;0;0;0;0,33451
20190622:1110;145980;179,2;71,2;0;0;0;0,14598
20190622:1210;53450;75,75;66,26;0;0;0;0,05345
20190622:1310;627230;751,12;57,13;0;0;0;0,62723
20190622:1410;520280;613,73;46,5;0;0;0;0,52028
20190622:1510;363450;431,83;35,43;0;0;0;0,36345
20190622:1610;169300;218,02;24,37;0;0;0;0,1693
20190622:1710;33650;53,28;13,62;0;0;0;0,03365
20190622:1810;5390;15,64;3,48;0;0;0;0,00539
20190622:1910;0;0;0;0;0;0;0
20190622:2010;0;0;0;0;0;0;0
20190622:2110;0;0;0;0;0;0;0
20190622:2210;0;0;0;0;0;0;0
20190622:2310;0;0;0;0;0;0;0
20190623:0010;0;0;0;0;0;0;0
20190623:0110;0;0;0;0;0;0;0
20190623:0210;0;0;0;0;0;0;0
20190623:0310;0;0;0;0;0;0;0
20190623:0410;21230;37,37;6,9;0;0;0;0,02123
20190623:0510;59000;107,28;17,29;0;0;0;0,059
20190623:0610;242990;305,44;28,18;0;0;0;0,24299
20190623:0710;445530;525,75;39,28;0;0;0;0,44553
20190623:0810;603640;718,38;50,27;0;0;0;0,60364
20190623:0910;670640;809,7;60,55;0;0;0;0,67064
20190623:1010;779380;962,09;68,65;0;0;0;0,77938
20190623:1110;794860;985,29;71,19;0;0;0;0,79486
20190623:1210;762590;937,28;66,28;0;0;0;0,76259
20190623:1310;681860;822,64;57,16;0;0;0;0,68186
20190623:1410;553160;654,36;46,54;0;0;0;0,55316
20190623:1510;379060;451,13;35,46;0;0;0;0,37906
20190623:1610;173730;230;24,4;0;0;0;0,17373
20190623:1710;37120;57,68;13,65;0;0;0;0,03712
20190623:1810;2780;11,3;3,5;0;0;0;0,00278
20190623:1910;0;0;0;0;0;0;0
20190623:2010;0;0;0;0;0;0;0
20190623:2110;0;0;0;0;0;0;0
20190623:2210;0;0;0;0;0;0;0
20190623:2310;0;0;0;0;0;0;0
20190624:0010;0;0;0;0;0;0;0
20190624:0110;0;0;0;0;0;0;0
20190624:0210;0;0;0;0;0;0;0
20190624:0310;0;0;0;0;0;0;0
20190624:0410;19870;35,63;6,86;0;0;0;0,01987
20190624:0510;60320;106,96;17,24;0;0;0;0,06032
20190624:0610;240880;304,22;28,13;0;0;0;0,24088
20190624:0710;437860;516,31;39,23;0;0;0;0,43786
20190624:0810;597090;709,51;50,22;0;0;0;0,59709
20190624:0910;709220;860,26;60,51;0;0;0;0,70922
20190624:1010;769110;946,79;68,61;0;0;0;0,76911
20190624:1110;784700;969,94;71,18;0;0;0;0,7847
20190624:1210;756630;928,15;66,29;0;0;0;0,75663
20190624:1310;676410;814,8;57,19;0;0;0;0,67641
20190624:1410;550250;650,26;46,57;0;0;0;0,55025
20190624:1510;375150;446,29;35,49;0;0;0;0,37515
20190624:1610;171190;233,2;24,43;0;0;0;0,17119
20190624:1710;31310;51,2;13,68;0;0;0;0,03131
20190624:1810;5950;16,51;3,53;0;0;0;0,00595
20190624:1910;0;0;0;0;0;0;0
20190624:2010;0;0;0;0;0;0;0
20190624:2110;0;0;0;0;0;0;0
20190624:2210;0;0;0;0;0;0;0
20190624:2310;0;0;0;0;0;0;0
20190625:0010;0;0;0;0;0;0;0
20190625:0110;0;0;0;0;0;0;0
20190625:0210;0;0;0;0;0;0;0
20190625:0310;0;0;0;0;0;0;0
20190625:0410;20550;36,5;6,81;0;0;0;0,02055
20190625:0510;60640;107,29;17,19;0;0;0;0,06064
20190625:0610;241410;305,13;28,08;0;0;0;0,24141
20190625:0710;440540;519,68;39,18;0;0;0;0,44054
20190625:0810;597910;710,83;50,17;0;0;0;0,59791
20190625:0910;709940;861,58;60,46;0;0;0;0,70994
20190625:1010;773390;953,14;68,57;0;0;0;0,77339
20190625:1110;789660;977,43;71,16;0;0;0;0,78966
20190625:1210;754480;925,66;66,3;0;0;0;0,75448
20190625:1310;678040;817,31;57,21;0;0;0;0,67804
20190625:1410;549430;649,47;46,59;0;0;0;0,54943
20190625:1510;377290;448,78;35,52;0;0;0;0,37729
20190625:1610;173580;234,29;24,45;0;0;0;0,17358
20190625:1710;33090;53,59;13,7;0;0;0;0,03309
20190625:1810;5950;16,51;3,55;0;0;0;0,00595
20190625:1910;0;0;0;0;0;0;0
20190625:2010;0;0;0;0;0;0;0
20190625:2110;0;0;0;0;0;0;0
20190625:2210;0;0;0;0;0;0;0
20190625:2310;0;0;0;0;0;0;0
20190626:0010;0;0;0;0;0;0;0
20190626:0110;0;0;0;0;0;0;0
20190626:0210;0;0;0;0;0;0;0
20190626:0310;0;0;0;0;0;0;0
20190626:0410;19190;34,76;6,75;0;0;0;0,01919
20190626:0510;71430;113,17;17,14;0;0;0;0,07143
20190626:0610;235750;295,84;28,02;0;0;0;0,23575
20190626:0710;428740;505,32;39,13;0;0;0;0,42874
20190626:0810;587310;697,2;50,12;0;0;0;0,58731
20190626:0910;701480;849,91;60,4;0;0;0;0,70148
20190626:1010;765070;941,16;68,52;0;0;0;0,76507
20190626:1110;780750;964,36;71,14;0;0;0;0,78075
20190626:1210;749120;917,81;66,3;0;0;0;0,74912
20190626:1310;670450;807,03;57,22;0;0;0;0,67045
20190626:1410;545490;644,36;46,61;0;0;0;0,54549
20190626:1510;372960;443,37;35,54;0;0;0;0,37296
20190626:1610;172440;232,51;24,47;0;0;0;0,17244
20190626:1710;34180;55,13;13,72;0;0;0;0,03418
20190626:1810;5950;16,51;3,56;0;0;0;0,00595
20190626:1910;0;0;0;0;0;0;0
20190626:2010;0;0;0;0;0;0;0
20190626:2110;0;0;0;0;0;0;0
20190626:2210;0;0;0;0;0;0;0
20190626:2310;0;0;0;0;0;0;0
20190627:0010;0;0;0;0;0;0;0
20190627:0110;0;0;0;0;0;0;0
20190627:0210;0;0;0;0;0;0;0
20190627:0310;0;0;0;0;0;0;0
20190627:0410;19870;35,63;6,7;0;0;0;0,01987
20190627:0510;69780;112,75;17,08;0;0;0;0,06978
20190627:0610;240360;302,53;27,96;0;0;0;0,24036
20190627:0710;436950;515,48;39,07;0;0;0;0,43695
20190627:0810;601020;715,14;50,06;0;0;0;0,60102
20190627:0910;713700;867,22;60,35;0;0;0;0,7137
20190627:1010;781360;965,02;68,47;0;0;0;0,78136
20190627:1110;794070;984,43;71,11;0;0;0;0,79407
20190627:1210;765560;941,6;66,3;0;0;0;0,76556
20190627:1310;685750;828,01;57,23;0;0;0;0,68575
20190627:1410;557290;659,57;46,63;0;0;0;0,55729
20190627:1510;384710;457,74;35,55;0;0;0;0,38471
20190627:1610;176090;238,68;24,49;0;0;0;0,17609
20190627:1710;30250;50,98;13,73;0;0;0;0,03025
20190627:1810;5950;16,51;3,57;0;0;0;0,00595
20190627:1910;0;0;0;0;0;0;0
20190627:2010;0;0;0;0;0;0;0
20190627:2110;0;0;0;0;0;0;0
20190627:2210;0;0;0;0;0;0;0
20190627:2310;0;0;0;0;0;0;0
20190628:0010;0;0;0;0;0;0;0
20190628:0110;0;0;0;0;0;0;0
20190628:0210;0;0;0;0;0;0;0
20190628:0310;0;0;0;0;0;0;0
20190628:0410;19870;35,63;6,63;0;0;0;0,01987
20190628:0510;82220;117,52;17,02;0;0;0;0,08222
20190628:0610;228970;285,47;27,9;0;0;0;0,22897
20190628:0710;310780;365,51;39;0;0;0;0,31078
20190628:0810;482150;567,41;50;0;0;0;0,48215
20190628:0910;671050;809,59;60,28;0;0;0;0,67105
20190628:1010;754510;926,51;68,41;0;0;0;0,75451
20190628:1110;773960;954,88;71,07;0;0;0;0,77396
20190628:1210;750450;919,71;66,29;0;0;0;0,75045
20190628:1310;665280;800,36;57,24;0;0;0;0,66528
20190628:1410;503560;593,12;46,64;0;0;0;0,50356
20190628:1510;327430;387,48;35,57;0;0;0;0,32743
20190628:1610;174180;227,32;24,5;0;0;0;0,17418
20190628:1710;48150;71,24;13,74;0;0;0;0,04815
20190628:1810;5950;16,51;3,57;0;0;0;0,00595
20190628:1910;0;0;0;0;0;0;0
20190628:2010;0;0;0;0;0;0;0
20190628:2110;0;0;0;0;0;0;0
20190628:2210;0;0;0;0;0;0;0
20190628:2310;0;0;0;0;0;0;0
20190629:0010;0;0;0;0;0;0;0
20190629:0110;0;0;0;0;0;0;0
20190629:0210;0;0;0;0;0;0;0
20190629:0310;0;0;0;0;0;0;0
20190629:0410;16500;31,29;6,56;0;0;0;0,0165
20190629:0510;51520;100,94;16,95;0;0;0;0,05152
20190629:0610;246480;312,91;27,83;0;0;0;0,24648
20190629:0710;454300;536,91;38,94;0;0;0;0,4543
20190629:0810;614110;732,38;49,93;0;0;0;0,61411
20190629:0910;731790;892,54;60,21;0;0;0;0,73179
20190629:1010;793560;983,36;68,35;0;0;0;0,79356
20190629:1110;810510;1009,08;71,03;0;0;0;0,81051
20190629:1210;782820;967,02;66,27;0;0;0;0,78282
20190629:1310;702020;850,59;57,24;0;0;0;0,70202
20190629:1410;571460;677,76;46,64;0;0;0;0,57146
20190629:1510;394140;469,13;35,57;0;0;0;0,39414
20190629:1610;180510;244,68;24,51;0;0;0;0,18051
20190629:1710;28190;49,32;13,74;0;0;0;0,02819
20190629:1810;5950;16,51;3,57;0;0;0;0,00595
20190629:1910;0;0;0;0;0;0;0
20190629:2010;0;0;0;0;0;0;0
20190629:2110;0;0;0;0;0;0;0
20190629:2210;0;0;0;0;0;0;0
20190629:2310;0;0;0;0;0;0;0
20190630:0010;0;0;0;0;0;0;0
20190630:0110;0;0;0;0;0;0;0
20190630:0210;0;0;0;0;0;0;0
20190630:0310;0;0;0;0;0;0;0
20190630:0410;18510;33,89;6,49;0;0;0;0,01851
20190630:0510;64810;108,85;16,88;0;0;0;0,06481
20190630:0610;228300;282,67;27,76;0;0;0;0,2283
20190630:0710;444670;525,1;38,87;0;0;0;0,44467
20190630:0810;609400;726,11;49,86;0;0;0;0,6094
20190630:0910;723700;881,25;60,14;0;0;0;0,7237
20190630:1010;789140;976,73;68,28;0;0;0;0,78914
20190630:1110;805490;1001,41;70,97;0;0;0;0,80549
20190630:1210;777820;959,48;66,25;0;0;0;0,77782
20190630:1310;697610;844,35;57,23;0;0;0;0,69761
20190630:1410;565090;669,59;46,65;0;0;0;0,56509
20190630:1510;391440;465,73;35,58;0;0;0;0,39144
20190630:1610;179780;243,27;24,51;0;0;0;0,17978
20190630:1710;29430;50,98;13,74;0;0;0;0,02943
20190630:1810;5950;16,51;3,56;0;0;0;0,00595
20190630:1910;0;0;0;0;0;0;0
20190630:2010;0;0;0;0;0;0;0
20190630:2110;0;0;0;0;0;0;0
20190630:2210;0;0;0;0;0;0;0
20190630:2310;0;0;0;0;0;0;0
20190701:0010;0;0;0;0;0;0;0
20190701:0110;0;0;0;0;0;0;0
20190701:0210;0;0;0;0;0;0;0
20190701:0310;0;0;0;0;0;0;0
20190701:0410;17840;33,02;6,42;0;0;0;0,01784
20190701:0510;53610;100,56;16,8;0;0;0;0,05361
20190701:0610;239870;304,47;27,69;0;0;0;0,23987
20190701:0710;442010;521,76;38,79;0;0;0;0,44201
20190701:0810;601860;716,07;49,78;0;0;0;0,60186
20190701:0910;715650;869,75;60,07;0;0;0;0,71565
20190701:1010;776330;957,89;68,2;0;0;0;0,77633
20190701:1110;797060;988,62;70,91;0;0;0;0,79706
20190701:1210;762840;938;66,22;0;0;0;0,76284
20190701:1310;683940;825,73;57,22;0;0;0;0,68394
20190701:1410;559250;661,97;46,64;0;0;0;0,55925
20190701:1510;382990;455,16;35,58;0;0;0;0,38299
20190701:1610;178860;239,9;24,5;0;0;0;0,17886
20190701:1710;34590;57,03;13,74;0;0;0;0,03459
20190701:1810;5950;16,51;3,55;0;0;0;0,00595
20190701:1910;0;0;0;0;0;0;0
20190701:2010;0;0;0;0;0;0;0
20190701:2110;0;0;0;0;0;0;0
20190701:2210;0;0;0;0;0;0;0
20190701:2310;0;0;0;0;0;0;0
20190702:0010;0;0;0;0;0;0;0
20190702:0110;0;0;0;0;0;0;0
20190702:0210;0;0;0;0;0;0;0
20190702:0310;0;0;0;0;0;0;0
20190702:0410;18510;33,89;6,34;0;0;0;0,01851
20190702:0510;59560;104,46;16,73;0;0;0;0,05956
20190702:0610;239920;304,01;27,61;0;0;0;0,23992
20190702:0710;440210;519,66;38,72;0;0;0;0,44021
20190702:0810;603640;718,47;49,71;0;0;0;0,60364
20190702:0910;718180;873,37;59,99;0;0;0;0,71818
20190702:1010;783140;967,74;68,12;0;0;0;0,78314
20190702:1110;800260;993,51;70,85;0;0;0;0,80026
20190702:1210;772630;951,78;66,19;0;0;0;0,77263
20190702:1310;690210;834,22;57,21;0;0;0;0,69021
20190702:1410;561980;665,46;46,63;0;0;0;0,56198
20190702:1510;388590;462,01;35,57;0;0;0;0,38859
20190702:1610;179950;242,71;24,5;0;0;0;0,17995
20190702:1710;30490;52,7;13,72;0;0;0;0,03049
20190702:1810;5950;16,51;3,53;0;0;0;0,00595
20190702:1910;0;0;0;0;0;0;0
20190702:2010;0;0;0;0;0;0;0
20190702:2110;0;0;0;0;0;0;0
20190702:2210;0;0;0;0;0;0;0
20190702:2310;0;0;0;0;0;0;0
20190703:0010;0;0;0;0;0;0;0
20190703:0110;0;0;0;0;0;0;0
20190703:0210;0;0;0;0;0;0;0
20190703:0310;0;0;0;0;0;0;0
20190703:0410;17840;33,02;6,25;0;0;0;0,01784
20190703:0510;64700;106,44;16,65;0;0;0;0,0647
20190703:0610;232700;294,14;27,53;0;0;0;0,2327
20190703:0710;427280;503,81;38,64;0;0;0;0,42728
20190703:0810;584720;694,06;49,63;0;0;0;0,58472
20190703:0910;699310;847,1;59,9;0;0;0;0,69931
20190703:1010;767550;944,8;68,03;0;0;0;0,76755
20190703:1110;780450;964,25;70,78;0;0;0;0,78045
20190703:1210;757800;930,17;66,15;0;0;0;0,7578
20190703:1310;676500;815,37;57,18;0;0;0;0,6765
20190703:1410;550600;650,89;46,62;0;0;0;0,5506
20190703:1510;378350;449,33;35,56;0;0;0;0,37835
20190703:1610;177180;237,61;24,48;0;0;0;0,17718
20190703:1710;37000;60,04;13,71;0;0;0;0,037
20190703:1810;5950;16,51;3,51;0;0;0;0,00595
20190703:1910;0;0;0;0;0;0;0
20190703:2010;0;0;0;0;0;0;0
20190703:2110;0;0;0;0;0;0;0
20190703:2210;0;0;0;0;0;0;0
20190703:2310;0;0;0;0;0;0;0
20190704:0010;0;0;0;0;0;0;0
20190704:0110;0;0;0;0;0;0;0
20190704:0210;0;0;0;0;0;0;0
20190704:0310;0;0;0;0;0;0;0
20190704:0410;17170;32,16;6,17;0;0;0;0,01717
20190704:0510;65890;106,65;16,56;0;0;0;0,06589
20190704:0610;230010;290,28;27,45;0;0;0;0,23001
20190704:0710;426600;502,98;38,56;0;0;0;0,4266
20190704:0810;584370;693,4;49,54;0;0;0;0,58437
20190704:0910;699910;847,66;59,81;0;0;0;0,69991
20190704:1010;760880;935,28;67,94;0;0;0;0,76088
20190704:1110;778200;960,9;70,7;0;0;0;0,7782
20190704:1210;748230;916,79;66,1;0;0;0;0,74823
20190704:1310;670590;807,39;57,16;0;0;0;0,67059
20190704:1410;542760;641,04;46,6;0;0;0;0,54276
20190704:1510;373130;442,77;35,54;0;0;0;0,37313
20190704:1610;177170;235,9;24,47;0;0;0;0,17717
20190704:1710;37320;60,54;13,68;0;0;0;0,03732
20190704:1810;5390;15,64;3,48;0;0;0;0,00539
20190704:1910;0;0;0;0;0;0;0
20190704:2010;0;0;0;0;0;0;0
20190704:2110;0;0;0;0;0;0;0
20190704:2210;0;0;0;0;0;0;0
20190704:2310;0;0;0;0;0;0;0
20190705:0010;0;0;0;0;0;0;0
20190705:0110;0;0;0;0;0;0;0
20190705:0210;0;0;0;0;0;0;0
20190705:0310;0;0;0;0;0;0;0
20190705:0410;16500;31,29;6,08;0;0;0;0,0165
20190705:0510;66360;106,87;16,47;0;0;0;0,06636
20190705:0610;230850;291,75;27,36;0;0;0;0,23085
20190705:0710;427570;504,2;38,47;0;0;0;0,42757
20190705:0810;586310;695,96;49,45;0;0;0;0,58631
20190705:0910;705560;855,36;59,72;0;0;0;0,70556
20190705:1010;770920;949,48;67,84;0;0;0;0,77092
20190705:1110;788230;975,28;70,61;0;0;0;0,78823
20190705:1210;758330;930,98;66,04;0;0;0;0,75833
20190705:1310;680030;819,95;57,13;0;0;0;0,68003
20190705:1410;556030;657,51;46,58;0;0;0;0,55603
20190705:1510;383830;455,95;35,52;0;0;0;0,38383
20190705:1610;178020;239,68;24,44;0;0;0;0,17802
20190705:1710;31140;54,01;13,66;0;0;0;0,03114
20190705:1810;5950;16,51;3,44;0;0;0;0,00595
20190705:1910;0;0;0;0;0;0;0
20190705:2010;0;0;0;0;0;0;0
20190705:2110;0;0;0;0;0;0;0
20190705:2210;0;0;0;0;0;0;0
20190705:2310;0;0;0;0;0;0;0
20190706:0010;0;0;0;0;0;0;0
20190706:0110;0;0;0;0;0;0;0
20190706:0210;0;0;0;0;0;0;0
20190706:0310;0;0;0;0;0;0;0
20190706:0410;16500;31,29;5,98;0;0;0;0,0165
20190706:0510;66870;106,96;16,38;0;0;0;0,06687
20190706:0610;234120;296,59;27,27;0;0;0;0,23412
20190706:0710;432090;509,8;38,38;0;0;0;0,43209
20190706:0810;592660;704,33;49,36;0;0;0;0,59266
20190706:0910;708900;860,42;59,62;0;0;0;0,7089
20190706:1010;770510;949,52;67,74;0;0;0;0,77051
20190706:1110;795790;986,71;70,52;0;0;0;0,79579
20190706:1210;765320;941,26;65,98;0;0;0;0,76532
20190706:1310;687190;829,94;57,09;0;0;0;0,68719
20190706:1410;559780;662,48;46,55;0;0;0;0,55978
20190706:1510;387580;460,42;35,5;0;0;0;0,38758
20190706:1610;180390;242,9;24,42;0;0;0;0,18039
20190706:1710;31740;54,93;13,63;0;0;0;0,03174
20190706:1810;5950;16,51;3,4;0;0;0;0,00595
20190706:1910;0;0;0;0;0;0;0
20190706:2010;0;0;0;0;0;0;0
20190706:2110;0;0;0;0;0;0;0
20190706:2210;0;0;0;0;0;0;0
20190706:2310;0;0;0;0;0;0;0
20190707:0010;0;0;0;0;0;0;0
20190707:0110;0;0;0;0;0;0;0
20190707:0210;0;0;0;0;0;0;0
20190707:0310;0;0;0;0;0;0;0
20190707:0410;15840;30,42;5,88;0;0;0;0,01584
20190707:0510;60900;102,76;16,29;0;0;0;0,0609
20190707:0610;231820;293,48;27,18;0;0;0;0,23182
20190707:0710;427230;503,87;38,29;0;0;0;0,42723
20190707:0810;589590;700,28;49,27;0;0;0;0,58959
20190707:0910;702300;851,3;59,52;0;0;0;0,7023
20190707:1010;744930;913,73;67,63;0;0;0;0,74493
20190707:1110;785030;971,14;70,42;0;0;0;0,78503
20190707:1210;752190;922,89;65,92;0;0;0;0,75219
20190707:1310;678490;818,32;57,04;0;0;0;0,67849
20190707:1410;523210;617,31;46,52;0;0;0;0,52321
20190707:1510;376880;447,09;35,47;0;0;0;0,37688
20190707:1610;180270;238,15;24,39;0;0;0;0,18027
20190707:1710;52580;75,03;13,59;0;0;0;0,05258
20190707:1810;5390;15,64;3,36;0;0;0;0,00539
20190707:1910;0;0;0;0;0;0;0
20190707:2010;0;0;0;0;0;0;0
20190707:2110;0;0;0;0;0;0;0
20190707:2210;0;0;0;0;0;0;0
20190707:2310;0;0;0;0;0;0;0
20190708:0010;0;0;0;0;0;0;0
20190708:0110;0;0;0;0;0;0;0
20190708:0210;0;0;0;0;0;0;0
20190708:0310;0;0;0;0;0;0;0
20190708:0410;14520;28,68;5,78;0;0;0;0,01452
20190708:0510;66540;105,63;16,19;0;0;0;0,06654
20190708:0610;227650;287,51;27,09;0;0;0;0,22765
20190708:0710;407470;479,96;38,19;0;0;0;0,40747
20190708:0810;448920;527,11;49,17;0;0;0;0,44892
20190708:0910;688070;832,1;59,42;0;0;0;0,68807
20190708:1010;767170;944,23;67,51;0;0;0;0,76717
20190708:1110;784590;970,11;70,31;0;0;0;0,78459
20190708:1210;755430;927,01;65,84;0;0;0;0,75543
20190708:1310;677920;817,27;56,99;0;0;0;0,67792
20190708:1410;546460;645,69;46,48;0;0;0;0,54646
20190708:1510;377460;447,79;35,43;0;0;0;0,37746
20190708:1610;178950;235,84;24,35;0;0;0;0,17895
20190708:1710;47670;72,08;13,55;0;0;0;0,04767
20190708:1810;0;4,35;3,31;0;0;0;0
20190708:1910;0;0;0;0;0;0;0
20190708:2010;0;0;0;0;0;0;0
20190708:2110;0;0;0;0;0;0;0
20190708:2210;0;0;0;0;0;0;0
20190708:2310;0;0;0;0;0;0;0
20190709:0010;0;0;0;0;0;0;0
20190709:0110;0;0;0;0;0;0;0
20190709:0210;0;0;0;0;0;0;0
20190709:0310;0;0;0;0;0;0;0
20190709:0410;15180;29,55;5,68;0;0;0;0,01518
20190709:0510;71840;98,9;16,09;0;0;0;0,07184
20190709:0610;168870;207,57;26,99;0;0;0;0,16887
20190709:0710;247570;293,01;38,1;0;0;0;0,24757
20190709:0810;536500;633,4;49,07;0;0;0;0,5365
20190709:0910;678680;818,7;59,31;0;0;0;0,67868
20190709:1010;746880;915,02;67,39;0;0;0;0,74688
20190709:1110;764440;940,72;70,2;0;0;0;0,76444
20190709:1210;65600;89,6;65,76;0;0;0;0,0656
20190709:1310;46250;67,43;56,94;0;0;0;0,04625
20190709:1410;536240;632,52;46,44;0;0;0;0,53624
20190709:1510;369540;438,09;35,39;0;0;0;0,36954
20190709:1610;176180;233,24;24,31;0;0;0;0,17618
20190709:1710;37370;61,19;13,5;0;0;0;0,03737
20190709:1810;2780;11,3;3,25;0;0;0;0,00278
20190709:1910;0;0;0;0;0;0;0
