time;P;G(i);H_sun;T2m;WS10m;Int;capacity factor
20191112:2110;0;0;0;0;0;0;0
20191112:2210;0;0;0;0;0;0;0
20191112:2310;0;0;0;0;0;0;0
20191113:0010;0;0;0;0;0;0;0
20191113:0110;0;0;0;0;0;0;0
20191113:0210;0;0;0;0;0;0;0
20191113:0310;0;0;0;0;0;0;0
20191113:0410;0;0;0;0;0;0;0
20191113:0510;0;0;0;0;0;0;0
20191113:0610;40810;65,01;3,29;0;0;0;0,04081
20191113:0710;162680;196,79;12,58;0;0;0;0,16268
20191113:0810;426860;495,24;20,45;0;0;0;0,42686
20191113:0910;609420;723,33;26,3;0;0;0;0,60942
20191113:1010;686780;827,9;29,51;0;0;0;0,68678
20191113:1110;665640;799,19;29,62;0;0;0;0,66564
20191113:1210;638460;761,69;26,64;0;0;0;0,63846
20191113:1310;520540;609,4;20,96;0;0;0;0,52054
20191113:1410;321860;375,7;13,23;0;0;0;0,32186
20191113:1510;28140;47,74;4,02;0;0;0;0,02814
20191113:1610;0;0;0;0;0;0;0
20191113:1710;0;0;0;0;0;0;0
20191113:1810;0;0;0;0;0;0;0
20191113:1910;0;0;0;0;0;0;0
20191113:2010;0;0;0;0;0;0;0
20191113:2110;0;0;0;0;0;0;0
20191113:2210;0;0;0;0;0;0;0
20191113:2310;0;0;0;0;0;0;0
20191114:0010;0;0;0;0;0;0;0
20191114:0110;0;0;0;0;0;0;0
20191114:0210;0;0;0;0;0;0;0
20191114:0310;0;0;0;0;0;0;0
20191114:0410;0;0;0;0;0;0;0
20191114:0510;0;0;0;0;0;0;0
20191114:0610;8060;20,23;3,07;0;0;0;0,00806
20191114:0710;134930;166,24;12,35;0;0;0;0,13493
20191114:0810;91940;118,97;20,2;0;0;0;0,09194
20191114:0910;72960;97,91;26,04;0;0;0;0,07296
20191114:1010;84490;110,85;29,24;0;0;0;0,08449
20191114:1110;86970;113,62;29,37;0;0;0;0,08697
20191114:1210;219700;259,36;26,4;0;0;0;0,2197
20191114:1310;241570;282,82;20,75;0;0;0;0,24157
20191114:1410;276450;323,62;13,04;0;0;0;0,27645
20191114:1510;8770;21,09;3,86;0;0;0;0,00877
20191114:1610;0;0;0;0;0;0;0
20191114:1710;0;0;0;0;0;0;0
20191114:1810;0;0;0;0;0;0;0
20191114:1910;0;0;0;0;0;0;0
20191114:2010;0;0;0;0;0;0;0
20191114:2110;0;0;0;0;0;0;0
20191114:2210;0;0;0;0;0;0;0
20191114:2310;0;0;0;0;0;0;0
20191115:0010;0;0;0;0;0;0;0
20191115:0110;0;0;0;0;0;0;0
20191115:0210;0;0;0;0;0;0;0
20191115:0310;0;0;0;0;0;0;0
20191115:0410;0;0;0;0;0;0;0
20191115:0510;0;0;0;0;0;0;0
20191115:0610;1670;9,24;2,85;0;0;0;0,00167
20191115:0710;42460;62,99;12,12;0;0;0;0,04246
20191115:0810;55870;78,52;19,95;0;0;0;0,05587
20191115:0910;232190;273,12;25,78;0;0;0;0,23219
20191115:1010;187200;224,08;28,98;0;0;0;0,1872
20191115:1110;292370;340,76;29,11;0;0;0;0,29237
20191115:1210;534950;628,07;26,17;0;0;0;0,53495
20191115:1310;353820;409,62;20,55;0;0;0;0,35382
20191115:1410;261320;306,49;12,86;0;0;0;0,26132
20191115:1510;24680;43,26;3,7;0;0;0;0,02468
20191115:1610;0;0;0;0;0;0;0
20191115:1710;0;0;0;0;0;0;0
20191115:1810;0;0;0;0;0;0;0
20191115:1910;0;0;0;0;0;0;0
20191115:2010;0;0;0;0;0;0;0
20191115:2110;0;0;0;0;0;0;0
20191115:2210;0;0;0;0;0;0;0
20191115:2310;0;0;0;0;0;0;0
20191116:0010;0;0;0;0;0;0;0
20191116:0110;0;0;0;0;0;0;0
20191116:0210;0;0;0;0;0;0;0
20191116:0310;0;0;0;0;0;0;0
20191116:0410;0;0;0;0;0;0;0
20191116:0510;0;0;0;0;0;0;0
20191116:0610;11320;25,6;2,64;0;0;0;0,01132
20191116:0710;77450;102,74;11,88;0;0;0;0,07745
20191116:0810;35250;54,5;19,71;0;0;0;0,03525
20191116:0910;49440;71,13;25,52;0;0;0;0,04944
20191116:1010;47050;68,36;28,72;0;0;0;0,04705
20191116:1110;58290;81,29;28,86;0;0;0;0,05829
20191116:1210;67240;91,45;25,94;0;0;0;0,06724
20191116:1310;40720;60,97;20,34;0;0;0;0,04072
20191116:1410;15890;30,48;12,68;0;0;0;0,01589
20191116:1510;2660;11,08;3,55;0;0;0;0,00266
20191116:1610;0;0;0;0;0;0;0
20191116:1710;0;0;0;0;0;0;0
20191116:1810;0;0;0;0;0;0;0
20191116:1910;0;0;0;0;0;0;0
20191116:2010;0;0;0;0;0;0;0
20191116:2110;0;0;0;0;0;0;0
20191116:2210;0;0;0;0;0;0;0
20191116:2310;0;0;0;0;0;0;0
20191117:0010;0;0;0;0;0;0;0
20191117:0110;0;0;0;0;0;0;0
20191117:0210;0;0;0;0;0;0;0
20191117:0310;0;0;0;0;0;0;0
20191117:0410;0;0;0;0;0;0;0
20191117:0510;0;0;0;0;0;0;0
20191117:0610;11380;25,81;2,42;0;0;0;0,01138
20191117:0710;255670;300,74;11,66;0;0;0;0,25567
20191117:0810;461270;536,31;19,47;0;0;0;0,46127
20191117:0910;454190;528,03;25,27;0;0;0;0,45419
20191117:1010;366710;425,28;28,47;0;0;0;0,36671
20191117:1110;44660;65,58;28,62;0;0;0;0,04466
20191117:1210;29870;48,03;25,72;0;0;0;0,02987
20191117:1310;55870;78,52;20,15;0;0;0;0,05587
20191117:1410;26840;44,34;12,51;0;0;0;0,02684
20191117:1510;3720;12,93;3,4;0;0;0;0,00372
20191117:1610;0;0;0;0;0;0;0
20191117:1710;0;0;0;0;0;0;0
20191117:1810;0;0;0;0;0;0;0
20191117:1910;0;0;0;0;0;0;0
20191117:2010;0;0;0;0;0;0;0
20191117:2110;0;0;0;0;0;0;0
20191117:2210;0;0;0;0;0;0;0
20191117:2310;0;0;0;0;0;0;0
20191118:0010;0;0;0;0;0;0;0
20191118:0110;0;0;0;0;0;0;0
20191118:0210;0;0;0;0;0;0;0
20191118:0310;0;0;0;0;0;0;0
20191118:0410;0;0;0;0;0;0;0
20191118:0510;0;0;0;0;0;0;0
20191118:0610;2160;10,16;2,21;0;0;0;0,00216
20191118:0710;300800;352,44;11,43;0;0;0;0,3008
20191118:0810;511630;598,43;19,23;0;0;0;0,51163
20191118:0910;632710;753,92;25,02;0;0;0;0,63271
20191118:1010;690520;833;28,22;0;0;0;0,69052
20191118:1110;698430;843,9;28,39;0;0;0;0,69843
20191118:1210;631260;752,13;25,5;0;0;0;0,63126
20191118:1310;518350;606,68;19,96;0;0;0;0,51835
20191118:1410;328550;383,56;12,35;0;0;0;0,32855
20191118:1510;43500;67,83;3,26;0;0;0;0,0435
20191118:1610;0;0;0;0;0;0;0
20191118:1710;0;0;0;0;0;0;0
20191118:1810;0;0;0;0;0;0;0
20191118:1910;0;0;0;0;0;0;0
20191118:2010;0;0;0;0;0;0;0
20191118:2110;0;0;0;0;0;0;0
20191118:2210;0;0;0;0;0;0;0
20191118:2310;0;0;0;0;0;0;0
20191119:0010;0;0;0;0;0;0;0
20191119:0110;0;0;0;0;0;0;0
20191119:0210;0;0;0;0;0;0;0
20191119:0310;0;0;0;0;0;0;0
20191119:0410;0;0;0;0;0;0;0
20191119:0510;0;0;0;0;0;0;0
20191119:0610;0;0;0;0;0;0;0
20191119:0710;82170;108,01;11,21;0;0;0;0,08217
20191119:0810;62350;85,91;18,99;0;0;0;0,06235
20191119:0910;157220;190,79;24,78;0;0;0;0,15722
20191119:1010;373530;433,26;27,98;0;0;0;0,37353
20191119:1110;199350;237,29;28,16;0;0;0;0,19935
20191119:1210;341570;395,86;25,3;0;0;0;0,34157
20191119:1310;111530;140,47;19,78;0;0;0;0,11153
20191119:1410;60290;83,43;12,2;0;0;0;0,06029
20191119:1510;2660;11,08;3,12;0;0;0;0,00266
20191119:1610;0;0;0;0;0;0;0
20191119:1710;0;0;0;0;0;0;0
20191119:1810;0;0;0;0;0;0;0
20191119:1910;0;0;0;0;0;0;0
20191119:2010;0;0;0;0;0;0;0
20191119:2110;0;0;0;0;0;0;0
20191119:2210;0;0;0;0;0;0;0
20191119:2310;0;0;0;0;0;0;0
20191120:0010;0;0;0;0;0;0;0
20191120:0110;0;0;0;0;0;0;0
20191120:0210;0;0;0;0;0;0;0
20191120:0310;0;0;0;0;0;0;0
20191120:0410;0;0;0;0;0;0;0
20191120:0510;0;0;0;0;0;0;0
20191120:0610;0;0;0;0;0;0;0
20191120:0710;51960;73,95;10,99;0;0;0;0,05196
20191120:0810;70330;94,87;18,76;0;0;0;0,07033
20191120:0910;139320;171,19;24,54;0;0;0;0,13932
20191120:1010;76250;101,61;27,74;0;0;0;0,07625
20191120:1110;487490;569,37;27,93;0;0;0;0,48749
20191120:1210;319960;371,15;25,09;0;0;0;0,31996
20191120:1310;502510;586,92;19,6;0;0;0;0,50251
20191120:1410;306310;357,84;12,04;0;0;0;0,30631
20191120:1510;24530;43,45;2,99;0;0;0;0,02453
20191120:1610;0;0;0;0;0;0;0
20191120:1710;0;0;0;0;0;0;0
20191120:1810;0;0;0;0;0;0;0
20191120:1910;0;0;0;0;0;0;0
20191120:2010;0;0;0;0;0;0;0
20191120:2110;0;0;0;0;0;0;0
20191120:2210;0;0;0;0;0;0;0
20191120:2310;0;0;0;0;0;0;0
20191121:0010;0;0;0;0;0;0;0
20191121:0110;0;0;0;0;0;0;0
20191121:0210;0;0;0;0;0;0;0
20191121:0310;0;0;0;0;0;0;0
20191121:0410;0;0;0;0;0;0;0
20191121:0510;0;0;0;0;0;0;0
20191121:0610;0;0;0;0;0;0;0
20191121:0710;114180;143,49;10,77;0;0;0;0,11418
20191121:0810;246260;287,75;18,54;0;0;0;0,24626
20191121:0910;267930;312,45;24,31;0;0;0;0,26793
20191121:1010;204740;243,1;27,51;0;0;0;0,20474
20191121:1110;369910;428,98;27,71;0;0;0;0,36991
20191121:1210;275350;320,83;24,9;0;0;0;0,27535
20191121:1310;124760;154,87;19,43;0;0;0;0,12476
20191121:1410;235450;277,35;11,9;0;0;0;0,23545
20191121:1510;24590;43,6;2,87;0;0;0;0,02459
20191121:1610;0;0;0;0;0;0;0
20191121:1710;0;0;0;0;0;0;0
20191121:1810;0;0;0;0;0;0;0
20191121:1910;0;0;0;0;0;0;0
20191121:2010;0;0;0;0;0;0;0
20191121:2110;0;0;0;0;0;0;0
20191121:2210;0;0;0;0;0;0;0
20191121:2310;0;0;0;0;0;0;0
20191122:0010;0;0;0;0;0;0;0
20191122:0110;0;0;0;0;0;0;0
20191122:0210;0;0;0;0;0;0;0
20191122:0310;0;0;0;0;0;0;0
20191122:0410;0;0;0;0;0;0;0
20191122:0510;0;0;0;0;0;0;0
20191122:0610;0;0;0;0;0;0;0
20191122:0710;244740;288,76;10,56;0;0;0;0,24474
20191122:0810;292130;339;18,31;0;0;0;0,29213
20191122:0910;507240;592,85;24,08;0;0;0;0,50724
20191122:1010;623590;742,3;27,28;0;0;0;0,62359
20191122:1110;569040;671,44;27,5;0;0;0;0,56904
20191122:1210;439790;510,75;24,71;0;0;0;0,43979
20191122:1310;188800;224,56;19,27;0;0;0;0,1888
20191122:1410;139290;170,83;11,76;0;0;0;0,13929
20191122:1510;13100;27,83;2,76;0;0;0;0,0131
20191122:1610;0;0;0;0;0;0;0
20191122:1710;0;0;0;0;0;0;0
20191122:1810;0;0;0;0;0;0;0
20191122:1910;0;0;0;0;0;0;0
20191122:2010;0;0;0;0;0;0;0
20191122:2110;0;0;0;0;0;0;0
20191122:2210;0;0;0;0;0;0;0
20191122:2310;0;0;0;0;0;0;0
20191123:0010;0;0;0;0;0;0;0
20191123:0110;0;0;0;0;0;0;0
20191123:0210;0;0;0;0;0;0;0
20191123:0310;0;0;0;0;0;0;0
20191123:0410;0;0;0;0;0;0;0
20191123:0510;0;0;0;0;0;0;0
20191123:0610;0;0;0;0;0;0;0
20191123:0710;276490;325;10,35;0;0;0;0,27649
20191123:0810;485350;565,92;18,09;0;0;0;0,48535
20191123:0910;597250;707,03;23,86;0;0;0;0,59725
20191123:1010;561940;662,37;27,06;0;0;0;0,56194
20191123:1110;440700;512,44;27,3;0;0;0;0,4407
20191123:1210;447720;520,3;24,53;0;0;0;0,44772
20191123:1310;450090;522,86;19,11;0;0;0;0,45009
20191123:1410;265980;311,78;11,63;0;0;0;0,26598
20191123:1510;19040;36,23;2,65;0;0;0;0,01904
20191123:1610;0;0;0;0;0;0;0
20191123:1710;0;0;0;0;0;0;0
20191123:1810;0;0;0;0;0;0;0
20191123:1910;0;0;0;0;0;0;0
20191123:2010;0;0;0;0;0;0;0
20191123:2110;0;0;0;0;0;0;0
20191123:2210;0;0;0;0;0;0;0
20191123:2310;0;0;0;0;0;0;0
20191124:0010;0;0;0;0;0;0;0
20191124:0110;0;0;0;0;0;0;0
20191124:0210;0;0;0;0;0;0;0
20191124:0310;0;0;0;0;0;0;0
20191124:0410;0;0;0;0;0;0;0
20191124:0510;0;0;0;0;0;0;0
20191124:0610;0;0;0;0;0;0;0
20191124:0710;23850;40,64;10,14;0;0;0;0,02385
20191124:0810;30630;48,96;17,88;0;0;0;0,03063
20191124:0910;50240;72,05;23,64;0;0;0;0,05024
20191124:1010;47840;69,28;26,85;0;0;0;0,04784
20191124:1110;47840;69,28;27,1;0;0;0;0,04784
20191124:1210;16590;31,41;24,35;0;0;0;0,01659
20191124:1310;32930;51,73;18,96;0;0;0;0,03293
20191124:1410;14490;28,64;11,51;0;0;0;0,01449
20191124:1510;0;3,69;2,54;0;0;0;0
20191124:1610;0;0;0;0;0;0;0
20191124:1710;0;0;0;0;0;0;0
20191124:1810;0;0;0;0;0;0;0
20191124:1910;0;0;0;0;0;0;0
20191124:2010;0;0;0;0;0;0;0
20191124:2110;0;0;0;0;0;0;0
20191124:2210;0;0;0;0;0;0;0
20191124:2310;0;0;0;0;0;0;0
20191125:0010;0;0;0;0;0;0;0
20191125:0110;0;0;0;0;0;0;0
20191125:0210;0;0;0;0;0;0;0
20191125:0310;0;0;0;0;0;0;0
20191125:0410;0;0;0;0;0;0;0
20191125:0510;0;0;0;0;0;0;0
20191125:0610;0;0;0;0;0;0;0
20191125:0710;147530;180,43;9,94;0;0;0;0,14753
20191125:0810;334010;386,45;17,67;0;0;0;0,33401
20191125:0910;367580;425,34;23,43;0;0;0;0,36758
20191125:1010;239600;281,29;26,64;0;0;0;0,2396
20191125:1110;145220;177,81;26,9;0;0;0;0,14522
20191125:1210;199690;237,02;24,18;0;0;0;0,19969
20191125:1310;143810;175,48;18,82;0;0;0;0,14381
20191125:1410;60750;83,92;11,39;0;0;0;0,06075
20191125:1510;20;5,54;2,44;0;0;0;0,00002
20191125:1610;0;0;0;0;0;0;0
20191125:1710;0;0;0;0;0;0;0
20191125:1810;0;0;0;0;0;0;0
20191125:1910;0;0;0;0;0;0;0
20191125:2010;0;0;0;0;0;0;0
20191125:2110;0;0;0;0;0;0;0
20191125:2210;0;0;0;0;0;0;0
20191125:2310;0;0;0;0;0;0;0
20191126:0010;0;0;0;0;0;0;0
20191126:0110;0;0;0;0;0;0;0
20191126:0210;0;0;0;0;0;0;0
20191126:0310;0;0;0;0;0;0;0
20191126:0410;0;0;0;0;0;0;0
20191126:0510;0;0;0;0;0;0;0
20191126:0610;0;0;0;0;0;0;0
20191126:0710;119590;149,58;9,74;0;0;0;0,11959
20191126:0810;132800;163,44;17,46;0;0;0;0,1328
20191126:0910;275860;321,1;23,22;0;0;0;0,27586
20191126:1010;374580;434,13;26,44;0;0;0;0,37458
20191126:1110;499400;583,7;26,72;0;0;0;0,4994
20191126:1210;498740;582,32;24,02;0;0;0;0,49874
20191126:1310;444400;515,96;18,68;0;0;0;0,4444
20191126:1410;290840;340,07;11,27;0;0;0;0,29084
20191126:1510;12700;27,45;2,35;0;0;0;0,0127
20191126:1610;0;0;0;0;0;0;0
20191126:1710;0;0;0;0;0;0;0
20191126:1810;0;0;0;0;0;0;0
20191126:1910;0;0;0;0;0;0;0
20191126:2010;0;0;0;0;0;0;0
20191126:2110;0;0;0;0;0;0;0
20191126:2210;0;0;0;0;0;0;0
20191126:2310;0;0;0;0;0;0;0
20191127:0010;0;0;0;0;0;0;0
20191127:0110;0;0;0;0;0;0;0
20191127:0210;0;0;0;0;0;0;0
20191127:0310;0;0;0;0;0;0;0
20191127:0410;0;0;0;0;0;0;0
20191127:0510;0;0;0;0;0;0;0
20191127:0610;0;0;0;0;0;0;0
20191127:0710;109910;138,91;9,54;0;0;0;0,10991
20191127:0810;281740;327,23;17,26;0;0;0;0,28174
20191127:0910;474600;552,57;23,02;0;0;0;0,4746
20191127:1010;361400;418,81;26,25;0;0;0;0,3614
20191127:1110;449740;523,1;26,54;0;0;0;0,44974
20191127:1210;450570;523,58;23,86;0;0;0;0,45057
20191127:1310;312100;361,47;18,55;0;0;0;0,3121
20191127:1410;40400;60,56;11,17;0;0;0;0,0404
20191127:1510;0;4,62;2,27;0;0;0;0
20191127:1610;0;0;0;0;0;0;0
20191127:1710;0;0;0;0;0;0;0
20191127:1810;0;0;0;0;0;0;0
20191127:1910;0;0;0;0;0;0;0
20191127:2010;0;0;0;0;0;0;0
20191127:2110;0;0;0;0;0;0;0
20191127:2210;0;0;0;0;0;0;0
20191127:2310;0;0;0;0;0;0;0
20191128:0010;0;0;0;0;0;0;0
20191128:0110;0;0;0;0;0;0;0
20191128:0210;0;0;0;0;0;0;0
20191128:0310;0;0;0;0;0;0;0
20191128:0410;0;0;0;0;0;0;0
20191128:0510;0;0;0;0;0;0;0
20191128:0610;0;0;0;0;0;0;0
20191128:0710;249500;294,72;9,35;0;0;0;0,2495
20191128:0810;457380;531,82;17,07;0;0;0;0,45738
20191128:0910;206140;243,93;22,82;0;0;0;0,20614
20191128:1010;49440;71,13;26,06;0;0;0;0,04944
20191128:1110;59910;83,13;26,37;0;0;0;0,05991
20191128:1210;63160;86,83;23,71;0;0;0;0,06316
20191128:1310;20910;36,95;18,43;0;0;0;0,02091
20191128:1410;6630;17,55;11,07;0;0;0;0,00663
20191128:1510;0;0;0;0;0;0;0
20191128:1610;0;0;0;0;0;0;0
20191128:1710;0;0;0;0;0;0;0
20191128:1810;0;0;0;0;0;0;0
20191128:1910;0;0;0;0;0;0;0
20191128:2010;0;0;0;0;0;0;0
20191128:2110;0;0;0;0;0;0;0
20191128:2210;0;0;0;0;0;0;0
20191128:2310;0;0;0;0;0;0;0
20191129:0010;0;0;0;0;0;0;0
20191129:0110;0;0;0;0;0;0;0
20191129:0210;0;0;0;0;0;0;0
20191129:0310;0;0;0;0;0;0;0
20191129:0410;0;0;0;0;0;0;0
20191129:0510;0;0;0;0;0;0;0
20191129:0610;0;0;0;0;0;0;0
20191129:0710;228110;270,59;9,17;0;0;0;0,22811
20191129:0810;360360;416,94;16,88;0;0;0;0,36036
20191129:0910;424370;492,06;22,63;0;0;0;0,42437
20191129:1010;444910;517,19;25,87;0;0;0;0,44491
20191129:1110;321800;373,44;26,2;0;0;0;0,3218
20191129:1210;248400;290,57;23,57;0;0;0;0,2484
20191129:1310;91020;117,84;18,31;0;0;0;0,09102
20191129:1410;67550;91,56;10,98;0;0;0;0,06755
20191129:1510;0;0;0;0;0;0;0
20191129:1610;0;0;0;0;0;0;0
20191129:1710;0;0;0;0;0;0;0
20191129:1810;0;0;0;0;0;0;0
20191129:1910;0;0;0;0;0;0;0
20191129:2010;0;0;0;0;0;0;0
20191129:2110;0;0;0;0;0;0;0
20191129:2210;0;0;0;0;0;0;0
20191129:2310;0;0;0;0;0;0;0
20191130:0010;0;0;0;0;0;0;0
20191130:0110;0;0;0;0;0;0;0
20191130:0210;0;0;0;0;0;0;0
20191130:0310;0;0;0;0;0;0;0
20191130:0410;0;0;0;0;0;0;0
20191130:0510;0;0;0;0;0;0;0
20191130:0610;0;0;0;0;0;0;0
20191130:0710;157550;191,77;8,98;0;0;0;0,15755
20191130:0810;253010;295,12;16,69;0;0;0;0,25301
20191130:0910;484370;564,48;22,45;0;0;0;0,48437
20191130:1010;655670;784,88;25,7;0;0;0;0,65567
20191130:1110;136190;167,93;26,04;0;0;0;0,13619
20191130:1210;597810;707,74;23,43;0;0;0;0,59781
20191130:1310;497850;581,06;18,2;0;0;0;0,49785
20191130:1410;302970;353,94;10,89;0;0;0;0,30297
20191130:1510;0;0;0;0;0;0;0
20191130:1610;0;0;0;0;0;0;0
20191130:1710;0;0;0;0;0;0;0
20191130:1810;0;0;0;0;0;0;0
20191130:1910;0;0;0;0;0;0;0
20191130:2010;0;0;0;0;0;0;0
20191130:2110;0;0;0;0;0;0;0
20191130:2210;0;0;0;0;0;0;0
20191130:2310;0;0;0;0;0;0;0
20191201:0010;0;0;0;0;0;0;0
20191201:0110;0;0;0;0;0;0;0
20191201:0210;0;0;0;0;0;0;0
20191201:0310;0;0;0;0;0;0;0
20191201:0410;0;0;0;0;0;0;0
20191201:0510;0;0;0;0;0;0;0
20191201:0610;0;0;0;0;0;0;0
20191201:0710;174240;210,39;8,8;0;0;0;0,17424
20191201:0810;417380;483,89;16,51;0;0;0;0,41738
20191201:0910;537780;630,73;22,27;0;0;0;0,53778
20191201:1010;665730;798,39;25,53;0;0;0;0,66573
20191201:1110;537810;631,55;25,89;0;0;0;0,53781
20191201:1210;629350;748,97;23,3;0;0;0;0,62935
20191201:1310;501440;585,4;18,1;0;0;0;0,50144
20191201:1410;305410;356,73;10,81;0;0;0;0,30541
20191201:1510;0;0;0;0;0;0;0
20191201:1610;0;0;0;0;0;0;0
20191201:1710;0;0;0;0;0;0;0
20191201:1810;0;0;0;0;0;0;0
20191201:1910;0;0;0;0;0;0;0
20191201:2010;0;0;0;0;0;0;0
20191201:2110;0;0;0;0;0;0;0
20191201:2210;0;0;0;0;0;0;0
20191201:2310;0;0;0;0;0;0;0
20191202:0010;0;0;0;0;0;0;0
20191202:0110;0;0;0;0;0;0;0
20191202:0210;0;0;0;0;0;0;0
20191202:0310;0;0;0;0;0;0;0
20191202:0410;0;0;0;0;0;0;0
20191202:0510;0;0;0;0;0;0;0
20191202:0610;0;0;0;0;0;0;0
20191202:0710;11100;24,02;8,63;0;0;0;0,0111
20191202:0810;29870;48,03;16,33;0;0;0;0,02987
20191202:0910;41500;61,89;22,09;0;0;0;0,0415
20191202:1010;55060;77,59;25,36;0;0;0;0,05506
20191202:1110;83660;109,92;25,74;0;0;0;0,08366
20191202:1210;31390;49,88;23,18;0;0;0;0,03139
20191202:1310;61530;84,98;18;0;0;0;0,06153
20191202:1410;10440;23,09;10,74;0;0;0;0,01044
20191202:1510;0;0;0;0;0;0;0
20191202:1610;0;0;0;0;0;0;0
20191202:1710;0;0;0;0;0;0;0
20191202:1810;0;0;0;0;0;0;0
20191202:1910;0;0;0;0;0;0;0
20191202:2010;0;0;0;0;0;0;0
20191202:2110;0;0;0;0;0;0;0
20191202:2210;0;0;0;0;0;0;0
20191202:2310;0;0;0;0;0;0;0
20191203:0010;0;0;0;0;0;0;0
20191203:0110;0;0;0;0;0;0;0
20191203:0210;0;0;0;0;0;0;0
20191203:0310;0;0;0;0;0;0;0
20191203:0410;0;0;0;0;0;0;0
20191203:0510;0;0;0;0;0;0;0
20191203:0610;0;0;0;0;0;0;0
20191203:0710;43470;64,18;8,46;0;0;0;0,04347
20191203:0810;112510;141,19;16,16;0;0;0;0,11251
20191203:0910;139720;171,37;21,93;0;0;0;0,13972
20191203:1010;162440;196,53;25,21;0;0;0;0,16244
20191203:1110;125720;156,39;25,6;0;0;0;0,12572
20191203:1210;43080;63,74;23,06;0;0;0;0,04308
20191203:1310;71320;95,98;17,91;0;0;0;0,07132
20191203:1410;49050;70,56;10,67;0;0;0;0,04905
20191203:1510;0;0;0;0;0;0;0
20191203:1610;0;0;0;0;0;0;0
20191203:1710;0;0;0;0;0;0;0
20191203:1810;0;0;0;0;0;0;0
20191203:1910;0;0;0;0;0;0;0
20191203:2010;0;0;0;0;0;0;0
20191203:2110;0;0;0;0;0;0;0
20191203:2210;0;0;0;0;0;0;0
20191203:2310;0;0;0;0;0;0;0
20191204:0010;0;0;0;0;0;0;0
20191204:0110;0;0;0;0;0;0;0
20191204:0210;0;0;0;0;0;0;0
20191204:0310;0;0;0;0;0;0;0
20191204:0410;0;0;0;0;0;0;0
20191204:0510;0;0;0;0;0;0;0
20191204:0610;0;0;0;0;0;0;0
20191204:0710;246920;292,47;8,29;0;0;0;0,24692
20191204:0810;468640;545,89;15,99;0;0;0;0,46864
20191204:0910;604320;716,33;21,76;0;0;0;0,60432
20191204:1010;694790;838,33;25,06;0;0;0;0,69479
20191204:1110;692840;835,95;25,47;0;0;0;0,69284
20191204:1210;611360;725,76;22,96;0;0;0;0,61136
20191204:1310;501750;586,05;17,83;0;0;0;0,50175
20191204:1410;313170;365,67;10,61;0;0;0;0,31317
20191204:1510;0;0;0;0;0;0;0
20191204:1610;0;0;0;0;0;0;0
20191204:1710;0;0;0;0;0;0;0
20191204:1810;0;0;0;0;0;0;0
20191204:1910;0;0;0;0;0;0;0
20191204:2010;0;0;0;0;0;0;0
20191204:2110;0;0;0;0;0;0;0
20191204:2210;0;0;0;0;0;0;0
20191204:2310;0;0;0;0;0;0;0
20191205:0010;0;0;0;0;0;0;0
20191205:0110;0;0;0;0;0;0;0
20191205:0210;0;0;0;0;0;0;0
20191205:0310;0;0;0;0;0;0;0
20191205:0410;0;0;0;0;0;0;0
20191205:0510;0;0;0;0;0;0;0
20191205:0610;0;0;0;0;0;0;0
20191205:0710;134440;166,41;8,13;0;0;0;0,13444
20191205:0810;342620;396,35;15,83;0;0;0;0,34262
20191205:0910;427610;495,62;21,61;0;0;0;0,42761
20191205:1010;162440;196,44;24,91;0;0;0;0,16244
20191205:1110;160770;194,67;25,35;0;0;0;0,16077
20191205:1210;151710;184,51;22,86;0;0;0;0,15171
20191205:1310;142350;173,8;17,75;0;0;0;0,14235
20191205:1410;144160;176,07;10,56;0;0;0;0,14416
20191205:1510;0;0;0;0;0;0;0
20191205:1610;0;0;0;0;0;0;0
20191205:1710;0;0;0;0;0;0;0
20191205:1810;0;0;0;0;0;0;0
20191205:1910;0;0;0;0;0;0;0
20191205:2010;0;0;0;0;0;0;0
20191205:2110;0;0;0;0;0;0;0
20191205:2210;0;0;0;0;0;0;0
20191205:2310;0;0;0;0;0;0;0
20191206:0010;0;0;0;0;0;0;0
20191206:0110;0;0;0;0;0;0;0
20191206:0210;0;0;0;0;0;0;0
20191206:0310;0;0;0;0;0;0;0
20191206:0410;0;0;0;0;0;0;0
20191206:0510;0;0;0;0;0;0;0
20191206:0610;0;0;0;0;0;0;0
20191206:0710;60010;83,26;7,98;0;0;0;0,06001
20191206:0810;83070;108,89;15,68;0;0;0;0,08307
20191206:0910;73780;98,84;21,46;0;0;0;0,07378
20191206:1010;95790;123,38;24,78;0;0;0;0,09579
20191206:1110;99930;127,99;25,23;0;0;0;0,09993
20191206:1210;91720;118,84;22,76;0;0;0;0,09172
20191206:1310;17300;32,33;17,68;0;0;0;0,0173
20191206:1410;88530;114,86;10,51;0;0;0;0,08853
20191206:1510;0;0;0;0;0;0;0
20191206:1610;0;0;0;0;0;0;0
20191206:1710;0;0;0;0;0;0;0
20191206:1810;0;0;0;0;0;0;0
20191206:1910;0;0;0;0;0;0;0
20191206:2010;0;0;0;0;0;0;0
20191206:2110;0;0;0;0;0;0;0
20191206:2210;0;0;0;0;0;0;0
20191206:2310;0;0;0;0;0;0;0
20191207:0010;0;0;0;0;0;0;0
20191207:0110;0;0;0;0;0;0;0
20191207:0210;0;0;0;0;0;0;0
20191207:0310;0;0;0;0;0;0;0
20191207:0410;0;0;0;0;0;0;0
