"significant_wave_height,energy_wave_period,mean_wave_direction,potenza(kW/m)"
"('2019-06-04 18:00:00', '0.15989435', '2.8463097')",0.03565697270545583
"('2019-06-04 19:00:00', '0.15681541', '2.8267384')",0.034061139611322885
"('2019-06-04 20:00:00', '0.15373635', '2.8052194')",0.03248748151697736
"('2019-06-04 21:00:00', '0.15083504', '2.784999')",0.031047426611964503
"('2019-06-04 22:00:00', '0.13330853', '2.8374052')",0.02470775687780363
"('2019-06-04 23:00:00', '0.1349665', '2.77526')",0.0247714670500394
"('2019-06-05 00:00:00', '0.15462458', '2.4648116')",0.02887598949886558
"('2019-06-05 01:00:00', '0.15320349', '2.442365')",0.02808949718352226
"('2019-06-05 02:00:00', '0.15344036', '2.4073966')",0.027773009351481328
"('2019-06-05 03:00:00', '0.15764427', '2.3874545')",0.029072847027196334
"('2019-06-05 04:00:00', '0.16853917', '2.3817964')",0.03315144141877771
"('2019-06-05 05:00:00', '0.17215109', '2.3893094')",0.034696688365911554
"('2019-06-05 06:00:00', '0.17842746', '2.4048922')",0.03751587499304597
"('2019-06-05 07:00:00', '0.18659854', '2.434852')",0.04154178282753928
"('2019-06-05 08:00:00', '0.19743419', '2.461565')",0.04701669666971077
"('2019-06-05 09:00:00', '0.20998693', '2.5145278')",0.05432966784871293
"('2019-06-05 10:00:00', '0.22881603', '2.5169394')",0.06457162735010562
"('2019-06-05 11:00:00', '0.25771117', '2.549589')",0.08297222607854565
"('2019-06-05 12:00:00', '0.28382325', '2.598563')",0.10257116020362644
"('2019-06-05 13:00:00', '0.3121854', '2.655514')",0.1268147741089624
"('2019-06-05 14:00:00', '0.3387711', '2.7151551')",0.1526874815404546
"('2019-06-05 15:00:00', '0.35623848', '2.77897')",0.172807105795845
"('2019-06-05 16:00:00', '0.36369908', '2.832489')",0.18358987111076927
"('2019-06-05 17:00:00', '0.36938334', '2.8688488')",0.19180430369182505
"('2019-06-05 18:00:00', '0.37477148', '2.8934288')",0.19913240895505302
"('2019-06-05 19:00:00', '0.3824098', '2.9064143')",0.2082627642648662
"('2019-06-05 20:00:00', '0.3931862', '2.921904')",0.22133931227809311
"('2019-06-05 21:00:00', '0.40905476', '2.957151')",0.24245574701730366
"('2019-06-05 22:00:00', '0.42569304', '3.0104845')",0.26731638213625963
"('2019-06-05 23:00:00', '0.41574562', '3.1267982')",0.264820315296084
"('2019-06-06 00:00:00', '0.40556133', '3.218996')",0.259435614418045
"('2019-06-06 01:00:00', '0.3993441', '3.274092')",0.2558476920181845
"('2019-06-06 02:00:00', '0.38821244', '3.3456984')",0.24707099519882694
"('2019-06-06 03:00:00', '0.37956762', '3.3971767')",0.23982393813157274
"('2019-06-06 04:00:00', '0.37891626', '3.3923535')",0.23866221432233697
"('2019-06-06 05:00:00', '0.3755412', '3.4053392')",0.23532693430224286
"('2019-06-06 06:00:00', '0.36914647', '3.453293')",0.23058282088591556
"('2019-06-06 07:00:00', '0.36624515', '3.502731')",0.23022189827395723
"('2019-06-06 08:00:00', '0.3666004', '3.5718331')",0.23521938305192133
"('2019-06-06 09:00:00', '0.37258077', '3.6464074')",0.24802881653137787
"('2019-06-06 10:00:00', '0.38235056', '3.731927')",0.26733306717908956
"('2019-06-06 11:00:00', '0.40787053', '3.7527964')",0.30591145370949596
"('2019-06-06 12:00:00', '0.46062768', '3.8249593')",0.3976701218588517
"('2019-06-06 13:00:00', '0.498582', '3.8668842')",0.47101033588622043
"('2019-06-06 14:00:00', '0.5346416', '3.88358')",0.5439435502302832
"('2019-06-06 15:00:00', '0.55921423', '3.9153945')",0.5999679271973105
"('2019-06-06 16:00:00', '0.5666748', '3.984589')",0.6269709399110107
"('2019-06-06 17:00:00', '0.57147086', '4.0200214')",0.6432986280614443
"('2019-06-06 18:00:00', '0.5727736', '4.0406127')",0.649545067976615
"('2019-06-06 19:00:00', '0.5689248', '4.0445085')",0.6414629298047765
"('2019-06-06 20:00:00', '0.559451', '4.0504446')",0.6211877538962783
"('2019-06-06 21:00:00', '0.5475496', '4.048311')",0.5947259389499345
"('2019-06-06 22:00:00', '0.5433456', '3.9827342')",0.5761422342216379
"('2019-06-06 23:00:00', '0.53410864', '3.9366353')",0.55027587024926
"('2019-06-07 00:00:00', '0.5235691', '3.8910003')",0.5226432661287645
"('2019-06-07 01:00:00', '0.5071676', '3.880519')",0.48909012765733434
"('2019-06-07 02:00:00', '0.48845685', '3.8863626')",0.45435133343952094
"('2019-06-07 03:00:00', '0.47223306', '3.8815393')",0.42414352686929285
"('2019-06-07 04:00:00', '0.45654213', '3.8792205')",0.3961888669888307
"('2019-06-07 05:00:00', '0.44037747', '3.8879395')",0.36945858489367944
"('2019-06-07 06:00:00', '0.42326546', '3.914467')",0.34363261420714075
"('2019-06-07 07:00:00', '0.40958762', '3.9150236')",0.3218282081074746
"('2019-06-07 08:00:00', '0.39502168', '3.9378412')",0.30108986844459035
"('2019-06-07 09:00:00', '0.38175845', '3.953795')",0.28234983954389303
"('2019-06-07 10:00:00', '0.36843598', '3.9491572')",0.2626785267008846
"('2019-06-07 11:00:00', '0.36204112', '3.9139104')",0.25137539079982785
"('2019-06-07 12:00:00', '0.35979116', '3.8372955')",0.24340096829508348
"('2019-06-07 13:00:00', '0.3525082', '3.8161476')",0.23235910329790296
"('2019-06-07 14:00:00', '0.35185683', '3.7317414')",0.22638080087192178
"('2019-06-07 15:00:00', '0.35789633', '3.603555')",0.22617350325799981
"('2019-06-07 16:00:00', '0.35617924', '3.532598')",0.21959755711177406
"('2019-06-07 17:00:00', '0.35694897', '3.4507887')",0.21544018506760657
"('2019-06-07 18:00:00', '0.3686136', '3.3230662')",0.22124719944036048
"('2019-06-07 19:00:00', '0.3777913', '3.2262306')",0.225629245490834
"('2019-06-07 20:00:00', '0.37400174', '3.1957145')",0.2190338811420256
"('2019-06-07 21:00:00', '0.36251485', '3.1971989')",0.20588150684540985
"('2019-06-07 22:00:00', '0.35594237', '3.1698363')",0.19678513549970855
"('2019-06-07 23:00:00', '0.3608569', '3.1124215')",0.19859326436222183
"('2019-06-08 00:00:00', '0.35783708', '3.1033316')",0.1947129991672981
"('2019-06-08 01:00:00', '0.3472383', '3.1222534')",0.1844673334593475
"('2019-06-08 02:00:00', '0.3347448', '3.1407113')",0.17244546421533752
"('2019-06-08 03:00:00', '0.32189596', '3.155645')",0.1602194633187027
"('2019-06-08 04:00:00', '0.30940247', '3.1630652')",0.14837194057823486
"('2019-06-08 05:00:00', '0.3310145', '3.3409677')",0.17937519808723446
"('2019-06-08 06:00:00', '0.31638932', '3.3302083')",0.16334697982491092
"('2019-06-08 07:00:00', '0.30377734', '3.3149967')",0.14989596082855738
"('2019-06-08 08:00:00', '0.29300094', '3.2951472')",0.13861458446655167
"('2019-06-08 09:00:00', '0.28370476', '3.268063')",0.1288901547071952
"('2019-06-08 10:00:00', '0.26363218', '3.3477387')",0.11401040136729662
"('2019-06-08 11:00:00', '0.26043487', '3.2788224')",0.10897132651860875
"('2019-06-08 12:00:00', '0.27517843', '3.0684557')",0.11385306187820458
"('2019-06-08 13:00:00', '0.2893299', '2.9616957')",0.1214851372569157
"('2019-06-08 14:00:00', '0.28725743', '2.9275622')",0.11837084622609961
"('2019-06-08 15:00:00', '0.27375734', '2.9435158')",0.10809211037590254
"('2019-06-08 16:00:00', '0.26132298', '2.9482465')",0.09865408563639518
"('2019-06-08 17:00:00', '0.24936235', '2.9485247')",0.08983852532042669
"('2019-06-08 18:00:00', '0.24817812', '2.848721')",0.08597515705806687
"('2019-06-08 19:00:00', '0.23769772', '2.8353646')",0.07849735528218593
"('2019-06-08 20:00:00', '0.2254411', '2.8463097')",0.07088338069920931
"('2019-06-08 21:00:00', '0.21507907', '2.8369412')",0.06430469968570497
"('2019-06-08 22:00:00', '0.18399322', '2.9951801')",0.0496846988094722
"('2019-06-08 23:00:00', '0.17724323', '2.955574')",0.04549642048754449
"('2019-06-09 00:00:00', '0.17055237', '2.91671')",0.04157237615017004
"('2019-06-09 01:00:00', '0.16380227', '2.882298')",0.037894378826395805
"('2019-06-09 02:00:00', '0.15894699', '2.8270168')",0.03499686042557499
"('2019-06-09 03:00:00', '0.15290737', '2.7908425')",0.031973357603946595
"('2019-06-09 04:00:00', '0.14745998', '2.7515147')",0.029316779375739597
"('2019-06-09 05:00:00', '0.146631', '2.6651607')",0.02807831703843748
"('2019-06-09 06:00:00', '0.16847992', '2.420104')",0.033660952791190406
"('2019-06-09 07:00:00', '0.16297328', '2.4032226')",0.03127684169625699
"('2019-06-09 08:00:00', '0.16362464', '2.3473847')",0.030794826223203214
"('2019-06-09 09:00:00', '0.16883516', '2.3111176')",0.03228077199896335
"('2019-06-09 10:00:00', '0.1957171', '2.3777153')",0.04462862191809232
"('2019-06-09 11:00:00', '0.19293416', '2.426504')",0.04425836322722792
"('2019-06-09 12:00:00', '0.19287491', '2.440046')",0.044478032377491344
"('2019-06-09 13:00:00', '0.18890774', '2.48429')",0.043440806141383
"('2019-06-09 14:00:00', '0.1872499', '2.5016348')",0.04297968009207861
"('2019-06-09 15:00:00', '0.19204593', '2.4809506')",0.04483574723803056
"('2019-06-09 16:00:00', '0.18843412', '2.5142496')",0.043744510119513365
"('2019-06-09 17:00:00', '0.1871314', '2.5353973')",0.04350462575015512
"('2019-06-09 18:00:00', '0.1858288', '2.5563598')",0.043255775674618656
"('2019-06-09 19:00:00', '0.18304586', '2.5946674')",0.04259882271371693
"('2019-06-09 20:00:00', '0.18168402', '2.6153514')",0.04230187236210453
"('2019-06-09 21:00:00', '0.17949319', '2.6424358')",0.04171540618336943
"('2019-06-09 22:00:00', '0.16155219', '2.766541')",0.03538008648762038
"('2019-06-09 23:00:00', '0.16244042', '2.7533698')",0.03559990442769767
"('2019-06-10 00:00:00', '0.16285491', '2.7375088')",0.03557568882190164
"('2019-06-10 01:00:00', '0.16190755', '2.7259145')",0.0350140632499375
"('2019-06-10 02:00:00', '0.16001272', '2.7181232')",0.034101558922146016
"('2019-06-10 03:00:00', '0.15728903', '2.7122798')",0.032879669076360925
"('2019-06-10 04:00:00', '0.15385485', '2.7064362')",0.03139180269626609
"('2019-06-10 05:00:00', '0.15030217', '2.69512')",0.029833533088772075
"('2019-06-10 06:00:00', '0.14680862', '2.6775897')",0.028277643918738358
"('2019-06-10 07:00:00', '0.14592052', '2.6441982')",0.027588165494345545
"('2019-06-10 08:00:00', '0.14260471', '2.629079')",0.02619795886092439
"('2019-06-10 09:00:00', '0.14053226', '2.589473')",0.025058757197511324
"('2019-06-10 10:00:00', '0.1652826', '2.3760457')",0.031805713412879466
"('2019-06-10 11:00:00', '0.17523003', '2.3447876')",0.03527903192841007
"('2019-06-10 12:00:00', '0.17055237', '2.3320801')",0.03323954425689429
"('2019-06-10 13:00:00', '0.16397989', '2.3263295')",0.03065127111348064
"('2019-06-10 14:00:00', '0.16113782', '2.2803233')",0.029012654927080484
"('2019-06-10 15:00:00', '0.16267729', '2.2579696')",0.029279794786030752
"('2019-06-10 16:00:00', '0.17540765', '2.2614942')",0.0340948370124878
"('2019-06-10 17:00:00', '0.17564452', '2.2383983')",0.0338378418720118
"('2019-06-10 18:00:00', '0.16806543', '2.2182708')",0.030702053522062973
"('2019-06-10 19:00:00', '0.15764427', '2.2237432')",0.02707927873865996
"('2019-06-10 20:00:00', '0.14740074', '2.2332041')",0.023775180578531067
"('2019-06-10 21:00:00', '0.14023626', '2.2289374')",0.02147902647424283
"('2019-06-10 22:00:00', '0.14272308', '2.1541777')",0.0215013646407731
"('2019-06-10 23:00:00', '0.14295995', '2.1342354')",0.021373083103234585
"('2019-06-11 00:00:00', '0.15474296', '2.1803343')",0.025582381257288466
"('2019-06-11 01:00:00', '0.1703155', '2.2295868')",0.0316904796325351
"('2019-06-11 02:00:00', '0.19678283', '2.292474')",0.04349856228584079
"('2019-06-11 03:00:00', '0.22413838', '2.3455296')",0.057739026250084986
"('2019-06-11 04:00:00', '0.23455954', '2.3556397')",0.06350547189098064
"('2019-06-11 05:00:00', '0.22964501', '2.380127')",0.06150497367956444
"('2019-06-11 06:00:00', '0.21709228', '2.40953')",0.05564385081217257
"('2019-06-11 07:00:00', '0.2051909', '2.4320693')",0.05017509673203075
"('2019-06-11 08:00:00', '0.19826317', '2.428359')",0.04677276704901241
"('2019-06-11 09:00:00', '0.19311178', '2.4251127')",0.04431446799964675
"('2019-06-11 10:00:00', '0.24385571', '2.4353156')",0.07096058534889786
"('2019-06-11 11:00:00', '0.2761258', '2.4571128')",0.09179840779737358
"('2019-06-11 12:00:00', '0.2993958', '2.5211132')",0.11073370565324177
"('2019-06-11 13:00:00', '0.3388896', '2.596708')",0.14612875305354908
"('2019-06-11 14:00:00', '0.38963354', '2.7069')",0.2013635970702101
"('2019-06-11 15:00:00', '0.3808111', '2.8119905')",0.1998154782652254
"('2019-06-11 16:00:00', '0.35765946', '2.8873997')",0.18098493246377506
"('2019-06-11 17:00:00', '0.33409345', '2.9337769')",0.16045715484986708
"('2019-06-11 18:00:00', '0.31840253', '2.9261708')",0.14536129123710678
"('2019-06-11 19:00:00', '0.3168038', '2.851782')",0.14024686690835933
"('2019-06-11 20:00:00', '0.3144946', '2.8034573')",0.13586775873034423
"('2019-06-11 21:00:00', '0.30934322', '2.7799902')",0.13035285533574922
"('2019-06-11 22:00:00', '0.33154738', '2.7364886')",0.1473943797578132
"('2019-06-11 23:00:00', '0.35754108', '2.7391784')",0.17158064405463952
"('2019-06-12 00:00:00', '0.3510871', '2.8034573')",0.16932448782726636
"('2019-06-12 01:00:00', '0.33776462', '2.8643038')",0.16011922223880048
"('2019-06-12 02:00:00', '0.3285277', '2.8946345')",0.15308540957165104
"('2019-06-12 03:00:00', '0.32331705', '2.9022403')",0.14865744475161094
"('2019-06-12 04:00:00', '0.31556034', '2.9164317')",0.14230256254051452
"('2019-06-12 05:00:00', '0.31325114', '2.9104953')",0.13994207291562108
"('2019-06-12 06:00:00', '0.32207358', '2.8859158')",0.1466864294257028
"('2019-06-12 07:00:00', '0.3445146', '2.9133708')",0.16943655231227042
"('2019-06-12 08:00:00', '0.38738346', '3.0322819')",0.22297070204784938
"('2019-06-12 09:00:00', '0.46258163', '3.1678884')",0.33215647115549224
"('2019-06-12 10:00:00', '0.52676654', '3.339762')",0.4540962975441799
"('2019-06-12 11:00:00', '0.60877395', '3.4501395')",0.6265343061308786
"('2019-06-12 12:00:00', '0.7165973', '3.5472531')",0.8925624084153887
"('2019-06-12 13:00:00', '0.79990745', '3.6779437')",1.1531362911041665
"('2019-06-12 14:00:00', '0.81642735', '3.811417')",1.2448517572966018
"('2019-06-12 15:00:00', '0.7777033', '3.945818')",1.169394409376771
"('2019-06-12 16:00:00', '0.7247093', '4.063987')",1.045866034625706
"('2019-06-12 17:00:00', '0.676689', '4.134202')",0.9276112485259301
"('2019-06-12 18:00:00', '0.63938606', '4.1386538')",0.82905149350771
"('2019-06-12 19:00:00', '0.7007288', '4.3916874')",1.056640941713833
"('2019-06-12 20:00:00', '0.66780734', '4.362377')",0.9532825675982837
"('2019-06-12 21:00:00', '0.6419914', '4.3455887')",0.8776131454143742
"('2019-06-12 22:00:00', '0.61925423', '4.351896')",0.8177349349848286
"('2019-06-12 23:00:00', '0.60391855', '4.3362203')",0.7749330037784458
"('2019-06-13 00:00:00', '0.5898856', '4.3206377')",0.7366810863117578
"('2019-06-13 01:00:00', '0.5768591', '4.2965217')",0.7005716934725793
"('2019-06-13 02:00:00', '0.56483924', '4.259791')",0.6659384511359623
"('2019-06-13 03:00:00', '0.55222726', '4.219536')",0.6305165042029223
"('2019-06-13 04:00:00', '0.5392008', '4.17288')",0.5944742280729232
"('2019-06-13 05:00:00', '0.5268849', '4.11528')",0.5597923693319797
"('2019-06-13 06:00:00', '0.5190098', '4.0236387')",0.5310876144165266
"('2019-06-13 07:00:00', '0.5153388', '3.90278')",0.5078738295690973
"('2019-06-13 08:00:00', '0.5143913', '3.7815504')",0.49029018845827643
"('2019-06-13 09:00:00', '0.5136808', '3.680912')",0.4759246305211571
"('2019-06-13 10:00:00', '0.51214135', '3.6029058')",0.46305083459401136
"('2019-06-13 11:00:00', '0.52102304', '3.5007832')",0.4656666686648644
"('2019-06-13 12:00:00', '0.5327468', '3.4207363')",0.4757265347077012
"('2019-06-13 13:00:00', '0.5300231', '3.3968985')",0.4675932637904521
"('2019-06-13 14:00:00', '0.50539124', '3.4256525')",0.42874079191007486
"('2019-06-13 15:00:00', '0.47566724', '3.4677627')",0.3844606843605629
"('2019-06-13 16:00:00', '0.44813406', '3.5033803')",0.34474602723527076
"('2019-06-13 17:00:00', '0.4233247', '3.5312994')",0.31008291581528735
"('2019-06-13 18:00:00', '0.4138509', '3.5967839')",0.3018549023929329
"('2019-06-13 19:00:00', '0.39413357', '3.6089346')",0.27470207898441046
"('2019-06-13 20:00:00', '0.37577808', '3.6150565')",0.25013476452206673
"('2019-06-13 21:00:00', '0.35884368', '3.614407')",0.22805717393208613
"('2019-06-13 22:00:00', '0.33320534', '3.68657')",0.20055914539711006
"('2019-06-13 23:00:00', '0.3192315', '3.6670916')",0.18311727439903416
"('2019-06-14 00:00:00', '0.30579054', '3.6471496')",0.16710819546507563
"('2019-06-14 01:00:00', '0.2936523', '3.6177464')",0.15286251955870564
"('2019-06-14 02:00:00', '0.28157318', '3.5901983')",0.13947523064916356
"('2019-06-14 03:00:00', '0.26984942', '3.5660822')",0.12724197680486715
"('2019-06-14 04:00:00', '0.25854003', '3.5418735')",0.11600713888926398
"('2019-06-14 05:00:00', '0.24776363', '3.516737')",0.10578183130276124
"('2019-06-14 06:00:00', '0.23757935', '3.4930847')",0.09661010989518537
"('2019-06-14 07:00:00', '0.22733581', '3.4730496')",0.08795140231289479
"('2019-06-14 08:00:00', '0.21780276', '3.451067')",0.08021881247828225
"('2019-06-14 09:00:00', '0.21294749', '3.350614')",0.07445014187397211
"('2019-06-14 10:00:00', '0.22615159', '3.1399693')",0.07869022243000975
"('2019-06-14 11:00:00', '0.23130298', '3.0386817')",0.07966063179757656
"('2019-06-14 12:00:00', '0.22366476', '3.02987')",0.0742703039969248
"('2019-06-14 13:00:00', '0.21430933', '3.0267165')",0.06811613247226125
"('2019-06-14 14:00:00', '0.20631588', '3.0020437')",0.06261500262849697
"('2019-06-14 15:00:00', '0.19607234', '3.0072381')",0.056649562322971025
"('2019-06-14 16:00:00', '0.18636167', '3.0101135')",0.05122619974577491
"('2019-06-14 17:00:00', '0.17759848', '3.0054758')",0.046450223116893306
"('2019-06-14 18:00:00', '0.17084837', '2.9792264')",0.04261095494748231
"('2019-06-14 19:00:00', '0.16451275', '2.955945')",0.039200495202361636
"('2019-06-14 20:00:00', '0.16007197', '2.908084')",0.03651183050234337
"('2019-06-14 21:00:00', '0.1552167', '2.873301')",0.03391986348471828
"('2019-06-14 22:00:00', '0.12466371', '3.034044')",0.023104578469797833
"('2019-06-14 23:00:00', '0.12300575', '2.9701364')",0.022020303526351585
"('2019-06-15 00:00:00', '0.12270975', '2.8848953')",0.021285520708259738
"('2019-06-15 01:00:00', '0.12211764', '2.8187616')",0.02059734445536717
"('2019-06-15 02:00:00', '0.12963748', '2.6902041')",0.02215350618544606
"('2019-06-15 03:00:00', '0.14295995', '2.4505272')",0.024540555129174947
"('2019-06-15 04:00:00', '0.15166402', '2.344973')",0.026430115014601276
"('2019-06-15 05:00:00', '0.15426934', '2.2846828')",0.026642884079957012
"('2019-06-15 06:00:00', '0.15936148', '2.240439')",0.027880201794480863
"('2019-06-15 07:00:00', '0.16776943', '2.243036')",0.030935559991550014
"('2019-06-15 08:00:00', '0.1632694', '2.2473028')",0.029353998414999825
"('2019-06-15 09:00:00', '0.15835488', '2.2461898')",0.027599768149604915
"('2019-06-15 10:00:00', '0.12235451', '2.325773')",0.01706095622823417
"('2019-06-15 11:00:00', '0.12614405', '2.2073257')",0.017210601173067053
"('2019-06-15 12:00:00', '0.120459676', '2.1950822')",0.015607388806394966
"('2019-06-15 13:00:00', '0.117913604', '2.168369')",0.014772605395716206
"('2019-06-15 14:00:00', '0.13206506', '2.183117')",0.018657306991329406
"('2019-06-15 15:00:00', '0.16113782', '2.129876')",0.027098507227229784
"('2019-06-15 16:00:00', '0.1815064', '2.1952677')",0.03543785718782027
"('2019-06-15 17:00:00', '0.19861841', '2.232926')",0.0431627803790184
"('2019-06-15 18:00:00', '0.21839488', '2.3043466')",0.05385534196041167
"('2019-06-15 19:00:00', '0.22733581', '2.336625')",0.05917262034765291
"('2019-06-15 20:00:00', '0.22123706', '2.3730776')",0.056914611676437236
"('2019-06-15 21:00:00', '0.21661854', '2.3750253')",0.054607911752496074
"('2019-06-15 22:00:00', '0.20886195', '2.4115705')",0.051548341792242526
"('2019-06-15 23:00:00', '0.21040142', '2.4138894')",0.05236134344037206
"('2019-06-16 00:00:00', '0.20684874', '2.4249272')",0.05083941499643495
"('2019-06-16 01:00:00', '0.20637512', '2.4286373')",0.05068429598417327
"('2019-06-16 02:00:00', '0.20542765', '2.4406953')",0.05046931856648784
"('2019-06-16 03:00:00', '0.2051909', '2.4643476')",0.05084101806282732
"('2019-06-16 04:00:00', '0.20471716', '2.4930086')",0.05119509494663075
"('2019-06-16 05:00:00', '0.20655274', '2.5156407')",0.05259041686965001
"('2019-06-16 06:00:00', '0.21436858', '2.5276988')",0.05691721801391597
"('2019-06-16 07:00:00', '0.23183584', '2.5383656')",0.06685153816587391
"('2019-06-16 08:00:00', '0.24563205', '2.5520933')",0.07545059917386596
"('2019-06-16 09:00:00', '0.2622112', '2.5900297')",0.08725760737018808
"('2019-06-16 10:00:00', '0.27932322', '2.6734157')",0.10220606170225
"('2019-06-16 11:00:00', '0.29921818', '2.753277')",0.12078748562567874
"('2019-06-16 12:00:00', '0.31840253', '2.8367558')",0.1409194863171869
"('2019-06-16 13:00:00', '0.3327316', '2.9300666')",0.15895041595418644
"('2019-06-16 14:00:00', '0.3416133', '3.03896')",0.1737763236392942
"('2019-06-16 15:00:00', '0.35523188', '3.1136272')",0.19252474687608853
"('2019-06-16 16:00:00', '0.36500168', '3.198219')",0.20878245780410604
"('2019-06-16 17:00:00', '0.37104118', '3.297466')",0.22244396681683412
"('2019-06-16 18:00:00', '0.36358058', '3.3458838')",0.21672464010365047
"('2019-06-16 19:00:00', '0.36665964', '3.4177682')",0.2251463444821491
"('2019-06-16 20:00:00', '0.37891626', '3.416377')",0.2403523393950255
"('2019-06-16 21:00:00', '0.39395595', '3.3983827')",0.25844235658718695
"('2019-06-16 22:00:00', '0.38951504', '3.4539423')",0.2567790695948351
"('2019-06-16 23:00:00', '0.38436377', '3.499392')",0.2533223823235205
"('2019-06-17 00:00:00', '0.3908769', '3.455983')",0.2587305359579059
"('2019-06-17 01:00:00', '0.39881122', '3.3981972')",0.26483744774327556
"('2019-06-17 02:00:00', '0.3969165', '3.3968058')",0.26221957225204406
"('2019-06-17 03:00:00', '0.38850856', '3.432516')",0.253869094750482
"('2019-06-17 04:00:00', '0.37903476', '3.4615483')",0.24368261966019442
"('2019-06-17 05:00:00', '0.36973858', '3.4707308')",0.23249121535005826
"('2019-06-17 06:00:00', '0.36062002', '3.4613628')",0.22056818433851139
"('2019-06-17 07:00:00', '0.35073185', '3.4375248')",0.20720123140124164
"('2019-06-17 08:00:00', '0.3439225', '3.3840055')",0.19613193739996232
"('2019-06-17 09:00:00', '0.33770537', '3.3230662')",0.18569961627347598
"('2019-06-17 10:00:00', '0.33107376', '3.2658367')",0.17540423199047872
"('2019-06-17 11:00:00', '0.3361659', '3.155552')",0.17473452994738123
"('2019-06-17 12:00:00', '0.33770537', '3.079308')",0.1720779182755507
"('2019-06-17 13:00:00', '0.33965933', '3.0169773')",0.17055137290260508
"('2019-06-17 14:00:00', '0.35665298', '2.9352608')",0.18295087414636535
"('2019-06-17 15:00:00', '0.38158083', '2.891017')",0.20626228382939157
"('2019-06-17 16:00:00', '0.4076929', '2.8912024')",0.2354728673615062
"('2019-06-17 17:00:00', '0.4192983', '2.923945')",0.25189032249704435
"('2019-06-17 18:00:00', '0.4101206', '2.9726408')",0.24499751673348427
"('2019-06-17 19:00:00', '0.3967389', '3.0094643')",0.23211053125619174
"('2019-06-17 20:00:00', '0.38998878', '3.0116901')",0.22444533666620825
"('2019-06-17 21:00:00', '0.3941928', '2.9821944')",0.2270645862477592
"('2019-06-17 22:00:00', '0.4161601', '2.9350753')",0.24907847960773133
"('2019-06-17 23:00:00', '0.4313774', '2.9462986')",0.26865047729953984
"('2019-06-18 00:00:00', '0.44582486', '2.9687452')",0.2891329375079246
"('2019-06-18 01:00:00', '0.4611013', '2.9855337')",0.3110360665534555
"('2019-06-18 02:00:00', '0.4760226', '3.0040846')",0.3335518725990266
"('2019-06-18 03:00:00', '0.5034373', '3.023563')",0.3754964896297626
"('2019-06-18 04:00:00', '0.54831934', '3.065024')",0.4515408937016966
"('2019-06-18 05:00:00', '0.5787538', '3.096375')",0.5082031392551825
"('2019-06-18 06:00:00', '0.5967541', '3.177442')",0.5544527410969706
"('2019-06-18 07:00:00', '0.58426046', '3.2323527')",0.5406644512464649
"('2019-06-18 08:00:00', '0.5693985', '3.2506251')",0.5164111396187155
"('2019-06-18 09:00:00', '0.56774056', '3.244225')",0.5123973680148816
"('2019-06-18 10:00:00', '0.558326', '3.2422771')",0.49524706887476677
"('2019-06-18 11:00:00', '0.5389048', '3.2366192')",0.4605871208152244
"('2019-06-18 12:00:00', '0.52191114', '3.222335')",0.43009055183993594
"('2019-06-18 13:00:00', '0.49739778', '3.2147293')",0.3897159438006733
"('2019-06-18 14:00:00', '0.47519362', '3.1954365')",0.35356354029482745
"('2019-06-18 15:00:00', '0.44807494', '3.1900568')",0.31383097532881765
"('2019-06-18 16:00:00', '0.41408765', '3.211854')",0.26985870479091656
"('2019-06-18 17:00:00', '0.38288343', '3.2290134')",0.23195250708744095
"('2019-06-18 18:00:00', '0.35612', '3.2307758')",0.20076852604019851
"('2019-06-18 19:00:00', '0.33379745', '3.2142653')",0.17548654722010298
"('2019-06-18 20:00:00', '0.31301427', '3.1984973')",0.15355725588893132
"('2019-06-18 21:00:00', '0.29471803', '3.177442')",0.13523438269875176
"('2019-06-18 22:00:00', '0.26688886', '3.2345786')",0.1128949933147002
"('2019-06-18 23:00:00', '0.25291502', '3.1986828')",0.10025741405944294
"('2019-06-19 00:00:00', '0.24042141', '3.15481')",0.0893543229501333
"('2019-06-19 01:00:00', '0.22828317', '3.1213257')",0.0797045212558182
"('2019-06-19 02:00:00', '0.21655941', '3.0912733')",0.07103748902573877
"('2019-06-19 03:00:00', '0.20578301', '3.0633545')",0.06356416821441088
"('2019-06-19 04:00:00', '0.19707894', '3.0131745')",0.05734569214475282
"('2019-06-19 05:00:00', '0.18760514', '2.9834003')",0.05145138561806139
"('2019-06-19 06:00:00', '0.1787827', '2.9536262')",0.04625967691977345
"('2019-06-19 07:00:00', '0.17073', '2.9199562')",0.0417053814432145
"('2019-06-19 08:00:00', '0.16321015', '2.8878634')",0.037693551132567685
"('2019-06-19 09:00:00', '0.17801297', '2.6176703')",0.040645672895018456
"('2019-06-19 10:00:00', '0.17884195', '2.5768585')",0.04038549816879807
"('2019-06-19 11:00:00', '0.17872345', '2.5214844')",0.03946530324427968
"('2019-06-19 12:00:00', '0.17280233', '2.4982958')",0.036554355064746365
"('2019-06-19 13:00:00', '0.16421676', '2.4719536')",0.03266414938019315
"('2019-06-19 14:00:00', '0.15634167', '2.4350374')",0.02916427665453072
"('2019-06-19 15:00:00', '0.14414418', '2.4548867')",0.024993193803154002
"('2019-06-19 16:00:00', '0.13348615', '2.4670374')",0.021539927049270675
"('2019-06-19 17:00:00', '0.123893976', '2.4763129')",0.0186252444378183
"('2019-06-19 18:00:00', '0.11566365', '2.4792812')",0.016252330812254332
